"co_pcdt","co_uf_ibge_estabelecimento","nu_ano_competencia","qt_cnes_estabelecimento"
64,51,2010,1
64,51,2011,1
64,51,2012,1
64,51,2013,1
64,51,2014,1
64,51,2015,1
64,51,2016,1
64,51,2017,1
64,51,2018,1
64,51,2019,1
64,52,2008,3
64,52,2009,3
64,52,2010,3
64,52,2011,3
64,52,2012,3
64,52,2013,3
64,52,2014,3
64,52,2015,3
64,52,2016,3
64,52,2017,3
64,52,2018,3
64,52,2019,1
64,53,2008,1
64,53,2009,1
64,53,2010,1
64,53,2011,1
64,53,2012,2
64,53,2013,2
64,53,2014,2
64,53,2015,2
64,53,2016,2
64,53,2017,3
64,53,2018,3
64,53,2019,3
65,11,2010,1
65,11,2011,1
65,11,2012,1
65,11,2013,1
65,11,2014,1
65,11,2015,1
65,11,2016,1
65,11,2017,1
65,11,2018,1
65,11,2019,1
65,12,2008,1
65,12,2009,1
65,12,2010,1
65,12,2011,1
65,12,2012,1
65,12,2013,1
65,12,2014,1
65,12,2015,1
65,12,2016,1
65,12,2017,2
65,12,2018,2
65,12,2019,2
65,13,2008,1
65,13,2009,1
65,13,2010,1
65,13,2011,1
65,13,2012,1
65,13,2013,1
65,13,2014,1
65,13,2015,1
65,13,2016,1
65,13,2017,1
65,13,2018,1
65,13,2019,2
65,14,2008,1
65,14,2015,1
65,14,2017,1
65,14,2018,1
65,14,2019,1
65,15,2010,2
65,15,2011,3
65,15,2012,3
65,15,2013,4
65,15,2014,4
65,15,2015,6
65,15,2016,5
65,15,2017,5
65,15,2018,4
65,15,2019,4
65,16,2008,1
65,16,2009,1
65,16,2010,1
65,16,2011,1
65,16,2012,1
65,16,2013,2
65,16,2014,1
65,16,2015,1
65,16,2016,1
65,16,2017,1
65,16,2018,1
65,16,2019,1
65,17,2009,1
65,17,2010,2
65,17,2013,2
65,17,2014,1
65,17,2015,2
65,17,2016,2
65,17,2017,2
65,17,2018,2
65,17,2019,2
65,21,2008,1
65,21,2009,1
65,21,2010,1
65,21,2011,1
65,21,2012,1
65,21,2013,1
65,21,2014,1
65,21,2015,1
65,21,2016,1
65,21,2017,1
65,21,2018,1
65,21,2019,1
65,22,2010,1
65,22,2011,1
65,22,2012,1
65,22,2013,1
65,22,2014,1
65,22,2015,1
65,22,2016,1
65,22,2017,1
65,22,2018,1
65,22,2019,1
65,23,2008,3
65,23,2009,4
65,23,2010,3
65,23,2011,6
65,23,2012,4
65,23,2013,5
65,23,2014,2
65,23,2015,1
65,23,2016,1
65,23,2017,2
65,23,2018,2
65,23,2019,2
65,24,2008,1
65,24,2009,1
65,24,2010,1
65,24,2011,1
65,24,2012,2
65,24,2013,2
65,24,2014,2
65,24,2015,2
65,24,2016,3
65,24,2017,3
65,24,2018,2
65,24,2019,2
65,25,2008,1
65,25,2009,1
65,25,2010,2
65,25,2011,2
65,25,2012,2
65,25,2013,2
65,25,2014,2
65,25,2015,2
65,25,2016,2
65,25,2017,2
65,25,2018,2
65,25,2019,2
65,26,2008,1
65,26,2009,1
65,26,2010,2
65,26,2011,1
65,26,2012,1
65,26,2013,1
65,26,2014,1
65,26,2015,1
65,26,2016,1
65,26,2017,1
65,26,2018,1
65,26,2019,1
65,27,2008,1
65,27,2009,1
65,27,2010,1
65,27,2011,1
65,27,2012,1
65,27,2013,1
65,27,2014,1
65,27,2015,1
65,27,2016,1
65,27,2017,1
65,27,2018,1
65,27,2019,1
65,28,2009,1
65,28,2010,1
65,28,2012,1
65,28,2013,1
65,28,2014,1
65,28,2015,1
65,28,2016,1
65,28,2017,1
65,28,2018,1
65,28,2019,1
65,29,2009,1
65,29,2018,2
65,31,2008,8
65,31,2009,12
65,31,2010,11
65,31,2011,16
65,31,2012,15
65,31,2013,10
65,31,2014,9
65,31,2015,9
65,31,2016,20
65,31,2017,23
65,31,2018,22
65,31,2019,20
65,32,2008,4
65,32,2009,4
65,32,2010,4
65,32,2011,7
65,32,2012,9
65,32,2013,8
65,32,2014,9
65,32,2015,8
65,32,2016,8
65,32,2017,7
65,32,2018,6
65,32,2019,5
65,33,2008,1
65,33,2009,1
65,33,2010,1
65,33,2011,1
65,33,2012,1
65,33,2013,1
65,33,2014,1
65,33,2015,1
65,33,2016,1
65,33,2017,1
65,33,2018,1
65,33,2019,1
65,35,2008,27
65,35,2009,29
65,35,2010,29
65,35,2011,30
65,35,2012,28
65,35,2013,31
65,35,2014,27
65,35,2015,31
65,35,2016,31
65,35,2017,30
65,35,2018,30
65,35,2019,29
65,41,2008,14
65,41,2009,16
65,41,2010,16
65,41,2011,16
65,41,2012,15
65,41,2013,15
65,41,2014,17
65,41,2015,16
65,41,2016,21
65,41,2017,19
65,41,2018,18
65,41,2019,18
65,42,2008,1
65,42,2009,1
65,42,2010,1
65,42,2011,1
65,42,2012,1
65,42,2013,1
65,42,2014,1
65,42,2015,1
65,42,2016,1
65,42,2017,1
65,42,2018,1
65,42,2019,1
65,43,2008,1
65,43,2009,2
65,43,2011,5
65,43,2012,7
65,43,2013,6
65,43,2014,4
65,43,2015,10
65,43,2016,9
65,43,2017,11
65,43,2018,12
65,43,2019,9
65,50,2008,1
65,50,2009,1
65,50,2010,1
65,50,2011,1
65,50,2012,1
65,50,2013,1
65,50,2014,1
65,50,2015,1
65,50,2016,1
65,50,2017,1
65,50,2018,1
65,50,2019,1
65,51,2008,1
65,51,2009,1
65,51,2010,1
65,51,2011,1
65,51,2012,1
65,51,2013,1
65,51,2014,1
65,51,2015,1
65,51,2016,1
65,51,2017,1
65,51,2018,1
65,51,2019,1
65,52,2008,2
65,52,2009,2
65,52,2010,2
65,52,2011,1
65,52,2012,2
65,52,2013,1
65,52,2014,1
65,52,2015,2
65,52,2016,2
65,52,2017,1
65,52,2018,1
65,52,2019,1
65,53,2008,1
65,53,2012,1
65,53,2015,2
65,53,2016,2
65,53,2017,2
65,53,2018,2
65,53,2019,3
66,13,2008,1
66,15,2017,1
66,21,2008,1
66,21,2009,1
66,23,2008,1
66,23,2009,1
66,23,2010,3
66,23,2011,2
66,23,2012,2
66,23,2013,4
66,23,2014,3
66,23,2015,1
66,23,2016,1
66,23,2017,1
66,23,2018,1
66,23,2019,1
66,24,2008,1
66,24,2009,1
66,24,2010,1
66,24,2011,1
66,24,2012,1
66,24,2014,1
66,24,2015,1
66,24,2018,1
66,25,2008,1
66,25,2009,1
66,25,2010,2
66,25,2011,2
66,25,2012,1
66,25,2013,2
66,25,2014,2
66,25,2015,2
66,25,2016,2
66,25,2017,2
66,25,2018,2
66,25,2019,2
66,26,2008,1
66,26,2009,1
66,26,2010,2
66,26,2011,2
66,26,2012,1
66,26,2013,1
66,26,2014,1
66,26,2015,1
66,26,2016,1
66,26,2017,1
66,26,2018,1
66,26,2019,1
66,27,2008,1
66,27,2009,1
66,27,2010,1
66,27,2012,1
66,27,2013,1
66,27,2014,1
66,27,2015,1
66,27,2016,1
66,27,2017,1
66,27,2018,1
66,27,2019,1
66,29,2018,1
66,29,2019,1
66,31,2008,8
66,31,2009,4
66,31,2010,5
66,31,2011,1
66,31,2012,2
66,31,2013,4
66,31,2014,2
66,31,2015,1
66,31,2016,1
66,31,2017,1
66,32,2008,1
66,32,2009,1
66,32,2010,3
66,32,2011,3
66,32,2012,3
66,32,2013,3
66,32,2014,3
66,32,2015,2
66,32,2016,2
66,32,2017,2
66,32,2018,1
66,32,2019,1
66,33,2008,1
66,33,2009,1
66,33,2010,1
66,33,2011,1
66,33,2012,1
66,33,2013,1
66,33,2014,1
66,35,2008,19
66,35,2009,17
66,35,2010,17
66,35,2011,14
66,35,2012,8
66,35,2013,8
66,35,2014,11
66,35,2015,15
66,35,2016,13
66,35,2017,11
66,35,2018,10
66,35,2019,12
66,41,2008,6
66,41,2009,6
66,41,2010,4
66,41,2011,5
66,41,2012,5
66,41,2013,5
66,41,2014,5
66,41,2015,6
66,41,2016,6
66,41,2017,4
66,41,2018,5
66,41,2019,3
66,42,2012,1
66,42,2013,1
66,42,2014,1
66,42,2015,1
66,42,2016,1
66,42,2017,1
66,42,2018,1
66,42,2019,1
66,43,2008,7
66,43,2009,5
66,43,2010,6
66,43,2011,7
66,43,2012,8
66,43,2013,8
66,43,2014,7
66,43,2015,4
66,43,2016,5
66,43,2017,4
66,43,2018,3
66,43,2019,4
66,50,2008,1
66,50,2009,1
66,50,2010,1
66,50,2011,1
66,51,2008,1
66,51,2009,1
66,51,2010,1
66,51,2011,1
66,51,2012,1
66,51,2013,1
66,51,2014,1
66,51,2015,1
66,51,2016,1
66,51,2017,1
66,51,2018,1
66,51,2019,1
66,52,2008,1
66,52,2010,1
66,52,2016,1
66,52,2017,1
67,11,2008,1
67,11,2009,1
67,11,2010,1
67,11,2011,1
67,11,2012,1
67,11,2013,1
67,11,2014,1
67,11,2015,1
67,11,2016,1
67,11,2017,1
67,11,2018,1
67,11,2019,1
67,12,2011,1
67,12,2012,1
67,12,2013,1
67,12,2018,1
67,12,2019,1
67,13,2008,1
67,13,2009,1
67,13,2010,1
67,13,2011,1
67,13,2012,1
67,13,2013,1
67,13,2014,1
67,13,2015,1
67,13,2016,1
67,13,2017,1
67,13,2018,1
67,13,2019,2
67,14,2008,1
67,14,2013,1
67,14,2014,1
67,14,2016,1
67,14,2017,1
67,15,2008,3
67,15,2009,2
67,15,2010,4
67,15,2011,4
67,15,2012,4
67,15,2013,7
67,15,2014,3
67,15,2015,5
67,15,2016,7
67,15,2017,7
67,15,2018,6
67,15,2019,6
67,16,2011,1
67,16,2013,1
67,16,2014,1
67,16,2015,1
67,16,2016,1
67,16,2017,1
67,16,2018,1
67,16,2019,1
67,17,2008,2
67,17,2009,2
67,17,2010,2
67,17,2011,2
67,17,2012,2
67,17,2013,2
67,17,2014,2
67,17,2015,2
67,17,2016,2
67,17,2017,2
67,17,2018,2
67,17,2019,2
67,21,2008,1
67,21,2009,1
67,21,2010,1
67,21,2011,1
67,21,2012,1
67,21,2013,1
67,21,2014,1
67,21,2015,1
67,21,2016,1
67,21,2017,1
67,21,2018,1
67,21,2019,1
67,22,2008,1
67,22,2009,1
67,22,2010,1
67,22,2011,1
67,22,2012,1
67,22,2013,1
67,22,2014,1
67,22,2015,1
67,22,2016,1
67,22,2017,1
67,22,2018,1
67,22,2019,1
67,23,2008,4
67,23,2009,5
67,23,2010,5
67,23,2011,5
67,23,2012,7
67,23,2013,7
67,23,2014,1
67,23,2015,1
67,23,2016,1
67,23,2017,1
67,23,2018,1
67,23,2019,1
67,24,2008,1
67,24,2009,1
67,24,2010,1
67,24,2011,1
67,24,2012,2
67,24,2013,3
67,24,2014,4
67,24,2015,1
67,24,2016,1
67,24,2017,2
67,24,2018,3
67,24,2019,2
67,25,2008,1
67,25,2009,1
67,25,2010,1
67,25,2011,2
67,25,2012,2
67,25,2013,2
67,25,2014,2
67,25,2015,2
67,25,2016,2
67,25,2017,2
67,25,2018,2
67,25,2019,2
67,26,2008,1
67,26,2009,1
67,26,2010,2
67,26,2011,2
67,26,2012,1
67,26,2013,1
67,26,2014,1
67,26,2015,1
67,26,2016,1
67,26,2017,1
67,26,2018,1
67,26,2019,1
67,27,2008,1
67,27,2009,1
67,27,2010,1
67,27,2011,1
67,27,2012,1
67,27,2013,1
67,27,2014,1
67,27,2015,1
67,27,2016,1
67,27,2017,1
67,27,2018,1
67,27,2019,1
67,28,2009,1
67,28,2010,1
67,28,2011,1
67,28,2012,1
67,28,2013,1
67,28,2014,1
67,28,2015,1
67,28,2016,1
67,28,2017,1
67,28,2018,1
67,28,2019,1
67,29,2008,1
67,29,2009,1
67,29,2010,1
67,29,2011,1
67,29,2012,1
67,29,2013,1
67,29,2014,1
67,29,2015,1
67,29,2016,1
67,29,2017,1
67,29,2018,2
67,29,2019,6
67,31,2008,17
67,31,2009,20
67,31,2010,18
67,31,2011,21
67,31,2012,22
67,31,2013,23
67,31,2014,22
67,31,2015,22
67,31,2016,22
67,31,2017,22
67,31,2018,22
67,31,2019,24
67,32,2008,3
67,32,2009,4
67,32,2010,5
67,32,2011,5
67,32,2012,7
67,32,2013,7
67,32,2014,8
67,32,2015,9
67,32,2016,9
67,32,2017,9
67,32,2018,10
67,32,2019,10
67,33,2008,1
67,33,2009,1
67,33,2010,1
67,33,2011,1
67,33,2012,1
67,33,2013,1
67,33,2014,1
67,33,2015,1
67,33,2016,1
67,33,2017,1
67,33,2018,1
67,33,2019,1
67,35,2008,28
67,35,2009,33
67,35,2010,33
67,35,2011,30
67,35,2012,31
67,35,2013,31
67,35,2014,31
67,35,2015,32
67,35,2016,32
67,35,2017,32
67,35,2018,32
67,35,2019,32
67,41,2008,17
67,41,2009,18
67,41,2010,19
67,41,2011,20
67,41,2012,20
67,41,2013,18
67,41,2014,18
67,41,2015,18
67,41,2016,22
67,41,2017,22
67,41,2018,19
67,41,2019,19
67,42,2008,1
67,42,2009,1
67,42,2010,1
67,42,2011,1
67,42,2012,1
67,42,2013,1
67,42,2014,1
67,42,2015,1
67,42,2016,1
67,42,2017,1
67,42,2018,1
67,42,2019,1
67,43,2008,9
67,43,2009,10
67,43,2010,11
67,43,2011,15
67,43,2012,14
67,43,2013,14
67,43,2014,14
67,43,2015,14
67,43,2016,15
67,43,2017,15
67,43,2018,16
67,43,2019,15
67,50,2008,1
67,50,2009,1
67,50,2010,1
67,50,2011,1
67,50,2012,1
67,50,2013,1
67,50,2014,1
67,50,2015,1
67,50,2016,1
67,50,2017,1
67,50,2018,1
67,50,2019,1
67,51,2008,1
67,51,2009,1
67,51,2010,1
67,51,2011,1
67,51,2012,1
67,51,2013,1
67,51,2014,1
67,51,2015,1
67,51,2016,1
67,51,2017,1
67,51,2018,1
67,51,2019,1
67,52,2008,1
67,52,2009,1
67,52,2010,2
67,52,2011,2
67,52,2012,3
67,52,2013,3
67,52,2014,3
67,52,2015,3
67,52,2016,2
67,52,2017,2
67,52,2018,2
67,52,2019,1
67,53,2008,1
67,53,2009,1
67,53,2010,1
67,53,2011,1
67,53,2012,1
67,53,2013,2
67,53,2014,2
67,53,2015,2
67,53,2016,2
67,53,2017,3
67,53,2018,3
67,53,2019,3
68,11,2008,1
68,11,2009,1
68,11,2010,1
68,11,2011,1
68,11,2012,1
68,11,2013,1
68,11,2014,1
68,11,2015,1
68,11,2016,1
68,11,2017,1
68,11,2018,1
68,11,2019,1
68,12,2008,1
68,12,2009,1
68,12,2010,1
68,12,2011,1
68,12,2012,1
68,12,2013,1
68,12,2014,1
68,12,2015,1
68,12,2016,2
68,12,2017,2
68,12,2018,2
68,12,2019,2
68,13,2008,1
68,13,2009,1
68,13,2010,1
68,13,2011,1
68,13,2012,1
68,13,2013,1
68,13,2014,1
68,13,2015,1
68,13,2016,1
68,13,2017,1
68,13,2018,1
68,13,2019,2
68,14,2012,1
68,14,2013,1
68,14,2014,1
68,14,2015,1
68,14,2016,1
68,14,2017,1
68,15,2008,4
68,15,2009,4
68,15,2010,4
68,15,2011,6
68,15,2012,5
68,15,2013,8
68,15,2014,7
68,15,2015,8
68,15,2016,9
68,15,2017,12
68,15,2018,7
68,15,2019,6
68,16,2008,1
68,16,2009,1
68,16,2010,1
68,16,2011,1
68,16,2012,2
68,16,2013,1
68,16,2014,1
68,16,2015,1
68,16,2016,1
68,16,2017,1
68,16,2018,1
68,16,2019,1
68,17,2008,1
68,17,2009,2
68,17,2010,2
68,17,2011,2
68,17,2012,1
68,17,2013,1
68,17,2014,2
68,17,2015,2
68,17,2016,2
68,17,2017,2
68,17,2018,3
68,17,2019,3
68,21,2008,1
68,21,2009,1
68,21,2010,1
68,21,2011,1
68,21,2012,1
68,21,2013,1
68,21,2014,1
68,21,2015,1
68,21,2016,1
68,21,2017,1
68,21,2018,1
68,21,2019,1
68,22,2008,1
68,22,2009,1
68,22,2010,1
68,22,2011,1
68,22,2012,1
68,22,2013,1
68,22,2014,1
68,22,2015,1
68,22,2016,1
68,22,2017,1
68,22,2018,1
68,22,2019,1
68,23,2008,3
68,23,2009,6
68,23,2010,8
68,23,2011,9
68,23,2012,12
68,23,2013,8
68,23,2014,1
68,23,2015,1
68,23,2016,1
68,23,2017,1
68,23,2018,1
68,23,2019,1
68,24,2008,1
68,24,2009,1
68,24,2010,1
68,24,2011,1
68,24,2012,2
68,24,2013,3
68,24,2014,4
68,24,2015,5
68,24,2016,5
68,24,2017,4
68,24,2018,4
68,24,2019,5
68,25,2008,1
68,25,2009,1
68,25,2010,2
68,25,2011,2
68,25,2012,2
68,25,2013,2
68,25,2014,2
68,25,2015,2
68,25,2016,2
68,25,2017,2
68,25,2018,2
68,25,2019,2
68,26,2008,1
68,26,2009,1
68,26,2010,2
68,26,2011,2
68,26,2012,1
68,26,2013,1
68,26,2014,1
68,26,2015,1
68,26,2016,1
68,26,2017,1
68,26,2018,1
68,26,2019,1
68,27,2008,1
68,27,2009,1
68,27,2010,1
68,27,2011,1
68,27,2012,1
68,27,2013,1
68,27,2014,1
68,27,2015,1
68,27,2016,1
68,27,2017,1
68,27,2018,1
68,27,2019,1
68,28,2009,1
68,28,2010,1
68,28,2011,1
68,28,2012,1
68,28,2013,1
68,28,2014,1
68,28,2015,1
68,28,2016,1
68,28,2017,1
68,28,2018,1
68,28,2019,1
68,29,2015,1
68,29,2016,2
68,29,2017,3
68,29,2018,28
68,29,2019,28
68,31,2008,24
68,31,2009,26
68,31,2010,27
68,31,2011,28
68,31,2012,28
68,31,2013,27
68,31,2014,26
68,31,2015,27
68,31,2016,27
68,31,2017,27
68,31,2018,27
68,31,2019,28
68,32,2008,6
68,32,2009,5
68,32,2010,6
68,32,2011,8
68,32,2012,8
68,32,2013,8
68,32,2014,9
68,32,2015,10
68,32,2016,10
68,32,2017,10
68,32,2018,10
68,32,2019,10
68,33,2008,1
68,33,2009,1
68,33,2010,1
68,33,2011,1
68,33,2012,1
68,33,2013,1
68,33,2014,1
68,33,2015,1
68,33,2016,1
68,33,2017,1
68,33,2018,1
68,33,2019,1
68,35,2008,36
68,35,2009,37
68,35,2010,38
68,35,2011,33
68,35,2012,33
68,35,2013,31
68,35,2014,32
68,35,2015,33
68,35,2016,33
68,35,2017,33
68,35,2018,33
68,35,2019,34
68,41,2008,20
68,41,2009,22
68,41,2010,22
68,41,2011,22
68,41,2012,22
68,41,2013,22
68,41,2014,22
68,41,2015,22
68,41,2016,22
68,41,2017,22
68,41,2018,22
68,41,2019,22
68,42,2008,1
68,42,2009,1
68,42,2010,1
68,42,2011,1
68,42,2012,1
68,42,2013,1
68,42,2014,1
68,42,2015,1
68,42,2016,1
68,42,2017,1
68,42,2018,1
68,42,2019,1
68,43,2008,18
68,43,2009,18
68,43,2010,18
68,43,2011,19
68,43,2012,18
68,43,2013,18
68,43,2014,17
68,43,2015,17
68,43,2016,18
68,43,2017,18
68,43,2018,18
68,43,2019,18
68,50,2008,1
68,50,2009,1
68,50,2010,1
68,50,2011,1
68,50,2012,1
68,50,2013,1
68,50,2014,1
68,50,2015,1
68,50,2016,1
68,50,2017,1
68,50,2018,1
68,50,2019,1
68,51,2008,1
68,51,2009,1
68,51,2010,1
68,51,2011,1
68,51,2012,1
68,51,2013,1
68,51,2014,1
68,51,2015,1
68,51,2016,1
68,51,2017,1
68,51,2018,1
68,51,2019,1
68,52,2008,2
68,52,2009,2
68,52,2010,2
68,52,2011,2
68,52,2012,2
68,52,2013,2
68,52,2014,2
68,52,2015,2
68,52,2016,3
68,52,2017,3
68,52,2018,3
68,52,2019,1
68,53,2008,1
68,53,2009,1
68,53,2010,1
68,53,2011,1
68,53,2012,2
68,53,2013,2
68,53,2014,2
68,53,2015,2
68,53,2016,2
68,53,2017,3
68,53,2018,3
68,53,2019,3
69,11,2015,1
69,11,2016,1
69,11,2017,1
69,11,2018,1
69,11,2019,1
69,12,2017,1
69,12,2018,1
69,12,2019,1
69,13,2013,1
69,13,2014,1
69,13,2015,1
69,13,2016,1
69,13,2017,1
69,13,2018,1
69,13,2019,1
69,15,2016,1
69,15,2017,2
69,15,2018,1
69,15,2019,1
69,16,2016,1
69,16,2019,1
69,17,2014,1
69,17,2015,1
69,17,2016,2
69,17,2017,3
69,17,2018,3
69,17,2019,3
69,21,2016,1
69,21,2017,1
69,21,2018,1
69,21,2019,1
69,22,2014,1
69,22,2015,1
69,22,2016,1
69,22,2017,1
69,22,2018,1
69,22,2019,1
69,23,2015,1
69,23,2016,1
69,23,2017,1
69,23,2018,1
69,23,2019,1
69,24,2015,3
69,24,2016,6
69,24,2017,6
69,24,2018,6
69,24,2019,6
69,25,2015,1
69,25,2016,1
69,25,2017,2
69,25,2018,2
69,25,2019,2
69,26,2014,1
69,26,2015,1
69,26,2016,1
69,26,2017,1
69,26,2018,1
69,26,2019,1
69,27,2014,1
69,27,2015,1
69,27,2016,1
69,27,2017,1
69,27,2018,1
69,27,2019,1
69,28,2014,1
69,28,2015,1
69,28,2016,1
69,28,2017,1
69,28,2018,1
69,28,2019,1
69,29,2015,2
69,29,2016,2
69,29,2017,2
69,29,2018,16
69,29,2019,17
69,31,2015,17
69,31,2016,21
69,31,2017,25
69,31,2018,24
69,31,2019,24
69,32,2013,9
69,32,2014,10
69,32,2015,10
69,32,2016,10
69,32,2017,10
69,32,2018,10
69,32,2019,10
69,33,2014,1
69,33,2015,1
69,33,2016,1
69,33,2017,1
69,33,2018,1
69,33,2019,1
69,35,2013,8
69,35,2014,31
69,35,2015,32
69,35,2016,32
69,35,2017,32
69,35,2018,32
69,35,2019,33
69,41,2013,22
69,41,2014,22
69,41,2015,22
69,41,2016,22
69,41,2017,23
69,41,2018,23
69,41,2019,23
69,42,2014,1
69,42,2015,1
69,42,2016,1
69,42,2017,1
69,42,2018,1
69,42,2019,1
69,43,2015,1
69,43,2016,2
69,43,2017,18
69,43,2018,18
69,43,2019,18
69,50,2014,1
69,50,2015,1
69,50,2016,1
69,50,2017,1
69,50,2018,1
69,50,2019,1
69,51,2014,1
69,51,2015,1
69,51,2016,1
69,51,2017,1
69,51,2018,1
69,51,2019,1
69,52,2013,2
69,52,2014,3
69,52,2015,3
69,52,2016,3
69,52,2017,3
69,52,2018,3
69,52,2019,1
70,11,2010,1
70,11,2011,1
70,11,2012,1
70,11,2013,1
70,11,2014,1
70,11,2015,1
70,11,2016,1
70,11,2017,1
70,11,2018,1
70,11,2019,1
70,12,2010,1
70,12,2012,1
70,12,2013,1
70,12,2014,1
70,12,2015,1
70,12,2016,2
70,12,2017,2
70,12,2018,2
70,12,2019,2
70,13,2008,1
70,13,2009,1
70,13,2010,1
70,13,2011,1
70,13,2012,1
70,13,2013,1
70,13,2014,1
70,13,2015,1
70,13,2016,1
70,13,2017,1
70,13,2018,1
70,13,2019,2
70,14,2010,1
70,14,2013,1
70,14,2014,1
70,14,2015,1
70,15,2008,2
70,15,2009,2
70,15,2010,1
70,15,2011,1
70,15,2012,1
70,15,2013,3
70,15,2014,3
70,15,2015,4
70,15,2016,5
70,15,2017,6
70,15,2018,5
70,15,2019,5
70,16,2012,1
70,16,2013,2
70,16,2014,1
70,16,2015,1
70,16,2016,1
70,16,2017,2
70,16,2018,1
70,16,2019,1
70,17,2008,1
70,17,2009,2
70,17,2010,2
70,17,2011,2
70,17,2012,3
70,17,2013,2
70,17,2014,3
70,17,2015,3
70,17,2016,2
70,17,2017,3
70,17,2018,4
70,17,2019,4
70,21,2008,1
70,21,2009,1
70,21,2010,1
70,21,2011,1
70,21,2012,1
70,21,2013,1
70,21,2014,1
70,21,2015,1
70,21,2016,1
70,21,2017,1
70,21,2018,1
70,21,2019,1
70,22,2008,1
70,22,2009,1
70,22,2010,1
70,22,2011,1
70,22,2012,1
70,22,2013,1
70,22,2014,1
70,22,2015,1
70,22,2016,1
70,22,2017,1
70,22,2018,1
70,22,2019,1
70,23,2008,3
70,23,2009,4
70,23,2010,4
70,23,2011,6
70,23,2012,5
70,23,2013,7
70,23,2014,1
70,23,2015,1
70,23,2016,1
70,23,2017,2
70,23,2018,2
70,23,2019,4
70,24,2008,1
70,24,2010,1
70,24,2011,1
70,24,2012,2
70,24,2013,2
70,24,2014,2
70,24,2015,1
70,24,2016,4
70,24,2017,4
70,24,2018,4
70,24,2019,3
70,25,2008,1
70,25,2009,1
70,25,2010,2
70,25,2011,2
70,25,2012,2
70,25,2013,2
70,25,2014,2
70,25,2015,2
70,25,2016,2
70,25,2017,2
70,25,2018,2
70,25,2019,2
70,26,2008,1
70,26,2009,1
70,26,2010,2
70,26,2011,2
70,26,2012,1
70,26,2013,1
70,26,2014,1
70,26,2015,1
70,26,2016,1
70,26,2017,1
70,26,2018,1
70,26,2019,1
70,27,2008,1
70,27,2009,1
70,27,2010,1
70,27,2011,1
70,27,2012,1
70,27,2013,1
70,27,2014,1
70,27,2015,1
70,27,2016,1
70,27,2017,1
70,27,2018,1
70,27,2019,1
70,28,2008,1
70,28,2010,1
70,28,2011,1
70,28,2012,1
70,28,2013,1
70,28,2014,1
70,28,2015,1
70,28,2016,1
70,28,2017,1
70,28,2018,1
70,28,2019,1
70,29,2008,2
70,29,2009,2
70,29,2010,1
70,29,2011,1
70,29,2012,1
70,29,2013,1
70,29,2014,1
70,29,2015,1
70,29,2016,2
70,29,2017,2
70,29,2018,27
70,29,2019,30
70,31,2008,19
70,31,2009,23
70,31,2010,25
70,31,2011,26
70,31,2012,26
70,31,2013,27
70,31,2014,26
70,31,2015,26
70,31,2016,27
70,31,2017,27
70,31,2018,27
70,31,2019,27
70,32,2008,6
70,32,2009,6
70,32,2010,8
70,32,2011,7
70,32,2012,8
70,32,2013,8
70,32,2014,9
70,32,2015,10
70,32,2016,10
70,32,2017,10
70,32,2018,10
70,32,2019,10
70,33,2008,1
70,33,2009,1
70,33,2010,1
70,33,2011,1
70,33,2012,1
70,33,2013,1
70,33,2014,1
70,33,2015,1
70,33,2016,1
70,33,2017,1
70,33,2018,1
70,33,2019,1
70,35,2008,34
70,35,2009,37
70,35,2010,36
70,35,2011,32
70,35,2012,31
70,35,2013,32
70,35,2014,32
70,35,2015,33
70,35,2016,33
70,35,2017,33
70,35,2018,33
70,35,2019,34
70,41,2008,16
70,41,2009,14
70,41,2010,18
70,41,2011,20
70,41,2012,22
70,41,2013,20
70,41,2014,20
70,41,2015,19
70,41,2016,21
70,41,2017,21
70,41,2018,19
70,41,2019,18
70,42,2008,1
70,42,2009,1
70,42,2010,1
70,42,2011,1
70,42,2012,1
70,42,2013,1
70,42,2014,1
70,42,2015,1
70,42,2016,1
70,42,2017,1
70,42,2018,1
70,42,2019,1
70,43,2008,8
70,43,2009,9
70,43,2010,13
70,43,2011,13
70,43,2012,16
70,43,2013,16
70,43,2014,16
70,43,2015,18
70,43,2016,18
70,43,2017,18
70,43,2018,18
70,43,2019,17
70,50,2008,1
70,50,2009,1
70,50,2010,1
70,50,2011,1
70,50,2012,1
70,50,2013,1
70,50,2014,1
70,50,2015,1
70,50,2016,1
70,50,2017,1
70,50,2018,1
70,50,2019,1
70,51,2008,1
70,51,2009,1
70,51,2010,1
70,51,2011,1
70,51,2012,1
70,51,2013,1
70,51,2014,1
70,51,2015,1
70,51,2016,1
70,51,2017,1
70,51,2018,1
70,51,2019,1
70,52,2008,3
70,52,2009,3
70,52,2010,3
70,52,2011,3
70,52,2012,3
70,52,2013,3
70,52,2014,3
70,52,2015,2
70,52,2016,3
70,52,2017,3
70,52,2018,3
70,52,2019,1
70,53,2008,1
70,53,2009,1
70,53,2010,1
70,53,2011,1
70,53,2012,2
70,53,2013,2
70,53,2014,2
70,53,2015,2
70,53,2016,2
70,53,2017,3
70,53,2018,3
70,53,2019,3
71,11,2008,1
71,11,2015,1
71,11,2016,1
71,11,2017,1
71,11,2018,1
71,11,2019,1
71,12,2017,1
71,12,2018,1
71,12,2019,1
71,13,2009,1
71,13,2010,1
71,13,2011,1
71,13,2012,1
71,13,2016,1
71,13,2017,1
