"co_pcdt","co_cid10_diagnostico_principal","nu_trimestre","qt_cns_paciente","co_seq_pcdt_cid10_trimestre"
10,M068,"201601",676,33
10,M068,"201602",773,34
10,M068,"201603",760,35
10,M068,"201604",726,36
10,M068,"201701",713,37
10,M068,"201702",726,38
10,M068,"201703",752,39
10,M068,"201704",728,40
10,M068,"201801",682,41
10,M068,"201802",705,42
10,M068,"201803",632,43
10,M068,"201804",741,44
10,M068,"201901",738,45
10,M068,"201902",753,46
10,M080,"200801",711,1
10,M080,"200802",274,2
10,M080,"200803",209,3
10,M080,"200804",215,4
10,M080,"200901",167,5
10,M080,"200902",200,6
10,M080,"200903",208,7
10,M080,"200904",203,8
10,M080,"201001",224,9
10,M080,"201002",273,10
10,M080,"201003",294,11
10,M080,"201004",298,12
10,M080,"201101",264,13
10,M080,"201102",275,14
10,M080,"201103",289,15
10,M080,"201104",208,16
10,M080,"201201",220,17
10,M080,"201202",254,18
10,M080,"201203",316,19
10,M080,"201204",279,20
10,M080,"201301",238,21
10,M080,"201302",240,22
10,M080,"201303",227,23
10,M080,"201304",264,24
10,M080,"201401",301,25
10,M080,"201402",312,26
10,M080,"201403",351,27
10,M080,"201404",302,28
10,M080,"201501",251,29
10,M080,"201502",289,30
10,M080,"201503",272,31
10,M080,"201504",251,32
10,M080,"201601",247,33
10,M080,"201602",286,34
10,M080,"201603",377,35
10,M080,"201604",309,36
10,M080,"201701",298,37
10,M080,"201702",311,38
10,M080,"201703",342,39
10,M080,"201704",292,40
10,M080,"201801",289,41
10,M080,"201802",368,42
10,M080,"201803",285,43
10,M080,"201804",244,44
10,M080,"201901",269,45
10,M080,"201902",256,46
11,J450,"200801",67329,1
11,J450,"200802",18195,2
11,J450,"200803",16021,3
11,J450,"200804",12291,4
11,J450,"200901",10419,5
11,J450,"200902",12263,6
11,J450,"200903",12652,7
11,J450,"200904",12400,8
11,J450,"201001",11513,9
11,J450,"201002",13090,10
11,J450,"201003",12479,11
11,J450,"201004",12050,12
11,J450,"201101",12055,13
11,J450,"201102",12299,14
11,J450,"201103",13770,15
11,J450,"201104",12518,16
11,J450,"201201",9718,17
11,J450,"201202",12338,18
11,J450,"201203",13467,19
11,J450,"201204",11952,20
11,J450,"201301",10837,21
11,J450,"201302",11497,22
11,J450,"201303",12345,23
11,J450,"201304",11253,24
11,J450,"201401",10631,25
11,J450,"201402",10574,26
11,J450,"201403",10818,27
11,J450,"201404",10239,28
11,J450,"201501",8682,29
11,J450,"201502",9145,30
11,J450,"201503",10904,31
11,J450,"201504",9025,32
11,J450,"201601",7034,33
11,J450,"201602",9645,34
11,J450,"201603",11037,35
11,J450,"201604",10092,36
11,J450,"201701",7388,37
11,J450,"201702",9907,38
11,J450,"201703",10428,39
11,J450,"201704",7682,40
11,J450,"201801",7577,41
11,J450,"201802",8239,42
11,J450,"201803",9225,43
11,J450,"201804",8338,44
11,J450,"201901",8390,45
11,J450,"201902",8260,46
11,J451,"200801",2283,1
11,J451,"200802",731,2
11,J451,"200803",770,3
11,J451,"200804",602,4
11,J451,"200901",564,5
11,J451,"200902",566,6
11,J451,"200903",676,7
11,J451,"200904",589,8
11,J451,"201001",577,9
11,J451,"201002",600,10
11,J451,"201003",573,11
11,J451,"201004",600,12
11,J451,"201101",801,13
11,J451,"201102",948,14
11,J451,"201103",821,15
11,J451,"201104",956,16
11,J451,"201201",493,17
11,J451,"201202",615,18
11,J451,"201203",594,19
11,J451,"201204",701,20
11,J451,"201301",580,21
11,J451,"201302",490,22
11,J451,"201303",575,23
11,J451,"201304",489,24
11,J451,"201401",568,25
11,J451,"201402",468,26
11,J451,"201403",605,27
11,J451,"201404",685,28
11,J451,"201501",587,29
11,J451,"201502",609,30
11,J451,"201503",589,31
11,J451,"201504",453,32
11,J451,"201601",270,33
11,J451,"201602",402,34
11,J451,"201603",460,35
11,J451,"201604",405,36
11,J451,"201701",350,37
11,J451,"201702",455,38
11,J451,"201703",602,39
11,J451,"201704",437,40
11,J451,"201801",406,41
11,J451,"201802",433,42
11,J451,"201803",494,43
11,J451,"201804",428,44
11,J451,"201901",428,45
11,J451,"201902",538,46
11,J458,"200801",12160,1
11,J458,"200802",2111,2
11,J458,"200803",2208,3
11,J458,"200804",1850,4
11,J458,"200901",2174,5
11,J458,"200902",2091,6
11,J458,"200903",2001,7
11,J458,"200904",2168,8
11,J458,"201001",2628,9
11,J458,"201002",2517,10
11,J458,"201003",2588,11
11,J458,"201004",2478,12
11,J458,"201101",2211,13
11,J458,"201102",2416,14
11,J458,"201103",2827,15
11,J458,"201104",3094,16
11,J458,"201201",2225,17
11,J458,"201202",2672,18
11,J458,"201203",2591,19
11,J458,"201204",2512,20
11,J458,"201301",2607,21
11,J458,"201302",2481,22
11,J458,"201303",2481,23
11,J458,"201304",2177,24
11,J458,"201401",2572,25
11,J458,"201402",2358,26
11,J458,"201403",2640,27
11,J458,"201404",2689,28
11,J458,"201501",2479,29
11,J458,"201502",2567,30
11,J458,"201503",2749,31
11,J458,"201504",2366,32
11,J458,"201601",1618,33
11,J458,"201602",2357,34
11,J458,"201603",2386,35
11,J458,"201604",2042,36
11,J458,"201701",1534,37
11,J458,"201702",1939,38
11,J458,"201703",2338,39
11,J458,"201704",1563,40
11,J458,"201801",1708,41
11,J458,"201802",1852,42
11,J458,"201803",1961,43
11,J458,"201804",1691,44
11,J458,"201901",2179,45
11,J458,"201902",2028,46
12,F840,"200801",7,1
12,F840,"200802",1,2
12,F840,"200804",1,3
12,F840,"200901",2,4
12,F840,"200902",1,5
12,F840,"201001",1,6
12,F840,"201102",1,7
12,F840,"201103",2,8
12,F840,"201303",1,9
12,F840,"201402",1,10
12,F840,"201403",1,11
12,F840,"201501",1,12
12,F840,"201601",1,13
12,F840,"201602",118,14
12,F840,"201603",207,15
12,F840,"201604",337,16
12,F840,"201701",358,17
12,F840,"201702",465,18
12,F840,"201703",560,19
12,F840,"201704",759,20
12,F840,"201801",596,21
12,F840,"201802",770,22
12,F840,"201803",936,23
12,F840,"201804",903,24
12,F840,"201901",853,25
12,F840,"201902",1050,26
12,F841,"200801",1,1
12,F841,"200802",1,2
12,F841,"201602",5,3
12,F841,"201603",33,4
12,F841,"201604",48,5
12,F841,"201701",45,6
12,F841,"201702",43,7
12,F841,"201703",54,8
12,F841,"201704",79,9
12,F841,"201801",69,10
12,F841,"201802",88,11
12,F841,"201803",126,12
12,F841,"201804",116,13
12,F841,"201901",120,14
12,F841,"201902",117,15
12,F843,"200801",2,1
12,F843,"201603",4,2
12,F843,"201604",11,3
12,F843,"201701",22,4
12,F843,"201702",18,5
12,F843,"201703",17,6
12,F843,"201704",18,7
12,F843,"201801",20,8
12,F843,"201802",31,9
12,F843,"201803",23,10
12,F843,"201804",27,11
12,F843,"201901",24,12
12,F843,"201902",24,13
12,F845,"200801",2,1
12,F845,"201101",1,2
12,F845,"201602",1,3
12,F845,"201603",13,4
12,F845,"201604",8,5
12,F845,"201701",16,6
12,F845,"201702",19,7
12,F845,"201703",32,8
12,F845,"201704",31,9
12,F845,"201801",19,10
12,F845,"201802",18,11
12,F845,"201803",30,12
12,F845,"201804",22,13
12,F845,"201901",22,14
12,F845,"201902",25,15
12,F848,"200801",1,1
12,F848,"200902",1,2
12,F848,"201602",23,3
12,F848,"201603",52,4
12,F848,"201604",64,5
12,F848,"201701",58,6
12,F848,"201702",85,7
12,F848,"201703",91,8
12,F848,"201704",111,9
12,F848,"201801",67,10
12,F848,"201802",104,11
12,F848,"201803",112,12
12,F848,"201804",106,13
12,F848,"201901",99,14
12,F848,"201902",160,15
13,E23 ,"200801",29,1
13,E23 ,"200802",1,2
13,E23 ,"200804",1,3
13,E23 ,"200901",1,4
13,E23 ,"200902",2,5
13,E23 ,"200903",1,6
13,E23 ,"201001",1,7
14,M330,"200801",249,1
14,M330,"200802",71,2
14,M330,"200803",49,3
14,M330,"200804",60,4
14,M330,"200901",58,5
14,M330,"200902",51,6
14,M330,"200903",56,7
14,M330,"200904",40,8
14,M330,"201001",37,9
14,M330,"201002",45,10
14,M330,"201003",56,11
14,M330,"201004",45,12
14,M330,"201101",66,13
14,M330,"201102",84,14
14,M330,"201103",85,15
14,M330,"201104",61,16
14,M330,"201201",65,17
14,M330,"201202",52,18
14,M330,"201203",54,19
14,M330,"201204",55,20
14,M330,"201301",57,21
14,M330,"201302",64,22
14,M330,"201303",59,23
14,M330,"201304",54,24
14,M330,"201401",46,25
14,M330,"201402",63,26
14,M330,"201403",61,27
14,M330,"201404",48,28
14,M330,"201501",53,29
14,M330,"201502",42,30
14,M330,"201503",49,31
14,M330,"201504",32,32
14,M330,"201601",46,33
14,M330,"201602",41,34
14,M330,"201603",45,35
14,M330,"201604",48,36
14,M330,"201701",46,37
14,M330,"201702",49,38
14,M330,"201703",57,39
14,M330,"201704",56,40
14,M330,"201801",61,41
14,M330,"201802",48,42
14,M330,"201803",57,43
14,M330,"201804",46,44
14,M330,"201901",40,45
14,M330,"201902",54,46
14,M331,"200801",249,1
14,M331,"200802",57,2
14,M331,"200803",41,3
14,M331,"200804",51,4
14,M331,"200901",39,5
14,M331,"200902",43,6
14,M331,"200903",40,7
14,M331,"200904",34,8
14,M331,"201001",42,9
14,M331,"201002",44,10
14,M331,"201003",46,11
14,M331,"201004",54,12
14,M331,"201101",83,13
14,M331,"201102",83,14
14,M331,"201103",92,15
14,M331,"201104",86,16
14,M331,"201201",75,17
14,M331,"201202",66,18
14,M331,"201203",74,19
14,M331,"201204",69,20
14,M331,"201301",70,21
14,M331,"201302",74,22
14,M331,"201303",81,23
14,M331,"201304",84,24
14,M331,"201401",87,25
14,M331,"201402",82,26
14,M331,"201403",90,27
14,M331,"201404",74,28
14,M331,"201501",66,29
14,M331,"201502",70,30
14,M331,"201503",90,31
14,M331,"201504",70,32
14,M331,"201601",71,33
14,M331,"201602",89,34
14,M331,"201603",67,35
14,M331,"201604",65,36
14,M331,"201701",59,37
14,M331,"201702",60,38
14,M331,"201703",86,39
14,M331,"201704",60,40
14,M331,"201801",82,41
14,M331,"201802",84,42
14,M331,"201803",78,43
14,M331,"201804",78,44
14,M331,"201901",72,45
14,M331,"201902",54,46
14,M332,"200801",429,1
14,M332,"200802",105,2
14,M332,"200803",89,3
14,M332,"200804",107,4
14,M332,"200901",97,5
14,M332,"200902",102,6
14,M332,"200903",88,7
14,M332,"200904",119,8
14,M332,"201001",89,9
14,M332,"201002",125,10
14,M332,"201003",128,11
14,M332,"201004",145,12
14,M332,"201101",130,13
14,M332,"201102",117,14
14,M332,"201103",122,15
14,M332,"201104",117,16
14,M332,"201201",97,17
14,M332,"201202",112,18
14,M332,"201203",84,19
14,M332,"201204",90,20
14,M332,"201301",107,21
14,M332,"201302",101,22
14,M332,"201303",84,23
14,M332,"201304",78,24
14,M332,"201401",86,25
14,M332,"201402",83,26
14,M332,"201403",97,27
14,M332,"201404",86,28
14,M332,"201501",98,29
14,M332,"201502",85,30
14,M332,"201503",106,31
14,M332,"201504",88,32
14,M332,"201601",79,33
14,M332,"201602",70,34
14,M332,"201603",92,35
14,M332,"201604",74,36
14,M332,"201701",71,37
14,M332,"201702",82,38
14,M332,"201703",100,39
14,M332,"201704",69,40
14,M332,"201801",74,41
14,M332,"201802",83,42
14,M332,"201803",77,43
14,M332,"201804",82,44
14,M332,"201901",77,45
14,M332,"201902",70,46
15,E232,"200801",2490,1
15,E232,"200802",508,2
15,E232,"200803",229,3
15,E232,"200804",164,4
15,E232,"200901",131,5
15,E232,"200902",152,6
15,E232,"200903",163,7
15,E232,"200904",126,8
15,E232,"201001",102,9
15,E232,"201002",148,10
15,E232,"201003",110,11
15,E232,"201004",112,12
15,E232,"201101",149,13
15,E232,"201102",142,14
15,E232,"201103",146,15
15,E232,"201104",118,16
15,E232,"201201",114,17
15,E232,"201202",147,18
15,E232,"201203",132,19
15,E232,"201204",157,20
15,E232,"201301",112,21
15,E232,"201302",128,22
15,E232,"201303",145,23
15,E232,"201304",139,24
15,E232,"201401",132,25
15,E232,"201402",94,26
15,E232,"201403",185,27
15,E232,"201404",180,28
15,E232,"201501",129,29
15,E232,"201502",137,30
15,E232,"201503",146,31
15,E232,"201504",139,32
15,E232,"201601",104,33
15,E232,"201602",127,34
15,E232,"201603",151,35
15,E232,"201604",146,36
15,E232,"201701",137,37
15,E232,"201702",159,38
15,E232,"201703",154,39
15,E232,"201704",153,40
15,E232,"201801",115,41
15,E232,"201802",180,42
15,E232,"201803",213,43
15,E232,"201804",230,44
15,E232,"201901",189,45
15,E232,"201902",164,46
16,E780,"200801",186622,1
16,E780,"200802",46525,2
16,E780,"200803",38472,3
16,E780,"200804",32923,4
16,E780,"200901",27847,5
16,E780,"200902",29552,6
16,E780,"200903",33780,7
16,E780,"200904",31251,8
16,E780,"201001",24361,9
16,E780,"201002",22511,10
16,E780,"201003",19245,11
16,E780,"201004",16925,12
16,E780,"201101",14165,13
16,E780,"201102",15987,14
16,E780,"201103",16268,15
16,E780,"201104",13996,16
16,E780,"201201",12924,17
16,E780,"201202",14268,18
16,E780,"201203",15399,19
16,E780,"201204",14508,20
16,E780,"201301",12594,21
16,E780,"201302",13816,22
16,E780,"201303",16104,23
16,E780,"201304",14387,24
16,E780,"201401",13030,25
16,E780,"201402",14138,26
16,E780,"201403",16221,27
16,E780,"201404",14436,28
16,E780,"201501",13470,29
16,E780,"201502",13797,30
16,E780,"201503",15492,31
16,E780,"201504",12986,32
16,E780,"201601",10820,33
16,E780,"201602",13796,34
16,E780,"201603",15621,35
16,E780,"201604",13542,36
16,E780,"201701",12163,37
16,E780,"201702",13297,38
16,E780,"201703",15818,39
16,E780,"201704",14292,40
16,E780,"201801",15048,41
16,E780,"201802",15330,42
16,E780,"201803",14790,43
16,E780,"201804",14054,44
16,E780,"201901",12668,45
16,E780,"201902",13094,46
16,E781,"200801",3112,1
16,E781,"200802",1199,2
16,E781,"200803",1280,3
16,E781,"200804",1196,4
16,E781,"200901",1622,5
16,E781,"200902",1642,6
16,E781,"200903",1531,7
16,E781,"200904",1358,8
16,E781,"201001",1538,9
16,E781,"201002",1332,10
16,E781,"201003",1269,11
16,E781,"201004",1167,12
16,E781,"201101",1077,13
16,E781,"201102",1244,14
16,E781,"201103",1314,15
16,E781,"201104",1273,16
16,E781,"201201",1221,17
16,E781,"201202",1300,18
16,E781,"201203",1407,19
16,E781,"201204",1309,20
16,E781,"201301",1209,21
16,E781,"201302",1256,22
16,E781,"201303",1476,23
16,E781,"201304",1412,24
16,E781,"201401",1290,25
16,E781,"201402",1299,26
16,E781,"201403",1595,27
16,E781,"201404",1684,28
16,E781,"201501",1552,29
16,E781,"201502",1589,30
16,E781,"201503",1903,31
16,E781,"201504",1377,32
16,E781,"201601",1140,33
16,E781,"201602",1496,34
16,E781,"201603",1545,35
16,E781,"201604",1362,36
16,E781,"201701",1359,37
16,E781,"201702",1459,38
16,E781,"201703",1833,39
16,E781,"201704",1462,40
16,E781,"201801",1517,41
16,E781,"201802",1496,42
16,E781,"201803",1448,43
16,E781,"201804",1369,44
16,E781,"201901",1303,45
16,E781,"201902",1404,46
16,E782,"200801",4852,1
16,E782,"200802",2167,2
16,E782,"200803",2227,3
16,E782,"200804",2674,4
16,E782,"200901",2532,5
16,E782,"200902",2850,6
16,E782,"200903",3160,7
16,E782,"200904",2900,8
16,E782,"201001",3198,9
16,E782,"201002",3241,10
16,E782,"201003",2706,11
16,E782,"201004",2783,12
16,E782,"201101",2530,13
16,E782,"201102",3032,14
16,E782,"201103",3105,15
16,E782,"201104",3013,16
16,E782,"201201",2705,17
16,E782,"201202",3265,18
16,E782,"201203",3649,19
16,E782,"201204",3554,20
16,E782,"201301",3135,21
16,E782,"201302",3199,22
16,E782,"201303",3618,23
16,E782,"201304",3599,24
16,E782,"201401",3419,25
16,E782,"201402",3623,26
16,E782,"201403",4473,27
16,E782,"201404",4272,28
16,E782,"201501",4306,29
16,E782,"201502",4485,30
16,E782,"201503",5071,31
16,E782,"201504",4149,32
16,E782,"201601",3527,33
16,E782,"201602",4226,34
16,E782,"201603",4720,35
16,E782,"201604",4236,36
16,E782,"201701",4044,37
16,E782,"201702",3966,38
16,E782,"201703",4842,39
16,E782,"201704",4296,40
16,E782,"201801",5328,41
16,E782,"201802",5460,42
16,E782,"201803",6068,43
16,E782,"201804",5415,44
16,E782,"201901",5764,45
16,E782,"201902",6845,46
16,E783,"200801",225,1
16,E783,"200802",83,2
16,E783,"200803",87,3
16,E783,"200804",101,4
16,E783,"200901",101,5
16,E783,"200902",90,6
16,E783,"200903",108,7
16,E783,"200904",109,8
16,E783,"201001",105,9
16,E783,"201002",90,10
16,E783,"201003",101,11
16,E783,"201004",107,12
16,E783,"201101",104,13
16,E783,"201102",85,14
16,E783,"201103",68,15
16,E783,"201104",80,16
16,E783,"201201",77,17
16,E783,"201202",72,18
16,E783,"201203",86,19
16,E783,"201204",59,20
16,E783,"201301",75,21
16,E783,"201302",53,22
16,E783,"201303",58,23
16,E783,"201304",81,24
16,E783,"201401",70,25
16,E783,"201402",75,26
16,E783,"201403",93,27
16,E783,"201404",86,28
16,E783,"201501",81,29
16,E783,"201502",99,30
16,E783,"201503",98,31
16,E783,"201504",79,32
16,E783,"201601",71,33
16,E783,"201602",76,34
16,E783,"201603",71,35
16,E783,"201604",82,36
16,E783,"201701",60,37
16,E783,"201702",74,38
16,E783,"201703",74,39
16,E783,"201704",69,40
16,E783,"201801",64,41
16,E783,"201802",83,42
16,E783,"201803",85,43
16,E783,"201804",61,44
16,E783,"201901",64,45
16,E783,"201902",61,46
16,E784,"200801",555,1
16,E784,"200802",231,2
16,E784,"200803",255,3
16,E784,"200804",262,4
16,E784,"200901",193,5
16,E784,"200902",304,6
16,E784,"200903",408,7
16,E784,"200904",326,8
16,E784,"201001",252,9
16,E784,"201002",252,10
16,E784,"201003",227,11
16,E784,"201004",218,12
16,E784,"201101",248,13
16,E784,"201102",279,14
16,E784,"201103",632,15
16,E784,"201104",376,16
16,E784,"201201",378,17
16,E784,"201202",383,18
16,E784,"201203",507,19
16,E784,"201204",467,20
16,E784,"201301",452,21
16,E784,"201302",394,22
16,E784,"201303",493,23
16,E784,"201304",483,24
16,E784,"201401",359,25
16,E784,"201402",451,26
16,E784,"201403",520,27
16,E784,"201404",555,28
16,E784,"201501",483,29
16,E784,"201502",527,30
16,E784,"201503",593,31
16,E784,"201504",585,32
16,E784,"201601",497,33
16,E784,"201602",678,34
16,E784,"201603",814,35
16,E784,"201604",763,36
16,E784,"201701",681,37
16,E784,"201702",642,38
16,E784,"201703",676,39
16,E784,"201704",585,40
16,E784,"201801",649,41
16,E784,"201802",719,42
16,E784,"201803",739,43
16,E784,"201804",790,44
16,E784,"201901",859,45
16,E784,"201902",981,46
16,E785,"200801",1781,1
16,E785,"200802",670,2
16,E785,"200803",622,3
16,E785,"200804",854,4
16,E785,"200901",836,5
16,E785,"200902",952,6
16,E785,"200903",1051,7
16,E785,"200904",945,8
16,E785,"201001",891,9
16,E785,"201002",844,10
16,E785,"201003",906,11
16,E785,"201004",993,12
16,E785,"201101",833,13
16,E785,"201102",952,14
16,E785,"201103",874,15
16,E785,"201104",848,16
16,E785,"201201",787,17
16,E785,"201202",1009,18
16,E785,"201203",914,19
16,E785,"201204",934,20
16,E785,"201301",909,21
16,E785,"201302",894,22
16,E785,"201303",1154,23
16,E785,"201304",956,24
16,E785,"201401",893,25
16,E785,"201402",1003,26
16,E785,"201403",1313,27
16,E785,"201404",1195,28
16,E785,"201501",1224,29
16,E785,"201502",1378,30
16,E785,"201503",1486,31
16,E785,"201504",1197,32
16,E785,"201601",976,33
16,E785,"201602",1124,34
16,E785,"201603",1274,35
16,E785,"201604",1307,36
16,E785,"201701",1103,37
16,E785,"201702",1135,38
16,E785,"201703",1323,39
16,E785,"201704",1140,40
16,E785,"201801",1267,41
16,E785,"201802",1351,42
16,E785,"201803",1465,43
16,E785,"201804",1376,44
16,E785,"201901",1517,45
16,E785,"201902",1627,46
16,E786,"200801",687,1
16,E786,"200802",532,2
16,E786,"200803",529,3
16,E786,"200804",319,4
16,E786,"200901",295,5
16,E786,"200902",327,6
16,E786,"200903",292,7
16,E786,"200904",266,8
16,E786,"201001",228,9
16,E786,"201002",99,10
16,E786,"201003",92,11
16,E786,"201004",91,12
16,E786,"201101",163,13
16,E786,"201102",392,14
16,E786,"201103",297,15
16,E786,"201104",255,16
16,E786,"201201",257,17
16,E786,"201202",269,18
16,E786,"201203",208,19
16,E786,"201204",195,20
16,E786,"201301",133,21
16,E786,"201302",131,22
16,E786,"201303",156,23
16,E786,"201304",110,24
16,E786,"201401",117,25
16,E786,"201402",75,26
16,E786,"201403",90,27
16,E786,"201404",101,28
16,E786,"201501",76,29
16,E786,"201502",87,30
16,E786,"201503",105,31
16,E786,"201504",82,32
16,E786,"201601",123,33
16,E786,"201602",139,34
16,E786,"201603",134,35
16,E786,"201604",103,36
16,E786,"201701",114,37
16,E786,"201702",123,38
16,E786,"201703",122,39
16,E786,"201704",124,40
16,E786,"201801",254,41
16,E786,"201802",319,42
16,E786,"201803",313,43
16,E786,"201804",370,44
16,E786,"201901",257,45
16,E786,"201902",147,46
16,E788,"200801",3138,1
16,E788,"200802",1430,2
16,E788,"200803",1346,3
16,E788,"200804",1736,4
16,E788,"200901",1708,5
16,E788,"200902",1635,6
16,E788,"200903",2031,7
16,E788,"200904",1940,8
16,E788,"201001",2934,9
16,E788,"201002",2491,10
16,E788,"201003",2819,11
16,E788,"201004",2439,12
16,E788,"201101",2141,13
16,E788,"201102",1800,14
16,E788,"201103",1749,15
16,E788,"201104",1791,16
16,E788,"201201",1672,17
16,E788,"201202",1554,18
16,E788,"201203",1434,19
16,E788,"201204",1586,20
16,E788,"201301",1457,21
16,E788,"201302",1322,22
16,E788,"201303",1519,23
16,E788,"201304",1551,24
16,E788,"201401",1351,25
16,E788,"201402",1494,26
16,E788,"201403",1682,27
16,E788,"201404",1635,28
16,E788,"201501",1624,29
16,E788,"201502",1528,30
16,E788,"201503",1567,31
16,E788,"201504",1444,32
16,E788,"201601",1406,33
16,E788,"201602",1478,34
16,E788,"201603",1328,35
16,E788,"201604",1146,36
16,E788,"201701",1146,37
16,E788,"201702",1249,38
16,E788,"201703",1342,39
16,E788,"201704",1184,40
16,E788,"201801",1172,41
16,E788,"201802",1295,42
16,E788,"201803",1183,43
16,E788,"201804",1133,44
16,E788,"201901",1025,45
16,E788,"201902",1156,46
17,G240,"200801",605,1
17,G240,"200802",620,2
17,G240,"200803",472,3
17,G240,"200804",289,4
17,G240,"200901",286,5
17,G240,"200902",309,6
17,G240,"200903",410,7
17,G240,"200904",334,8
17,G240,"201001",340,9
17,G240,"201002",325,10
17,G240,"201003",361,11
17,G240,"201004",267,12
17,G240,"201101",255,13
17,G240,"201102",239,14
17,G240,"201103",226,15
17,G240,"201104",276,16
17,G240,"201201",150,17
17,G240,"201202",166,18
17,G240,"201203",198,19
17,G240,"201204",190,20
17,G240,"201301",132,21
17,G240,"201302",181,22
17,G240,"201303",130,23
17,G240,"201304",93,24
17,G240,"201401",81,25
17,G240,"201402",123,26
17,G240,"201403",156,27
17,G240,"201404",123,28
17,G240,"201501",132,29
17,G240,"201502",120,30
17,G240,"201503",183,31
17,G240,"201504",183,32
17,G240,"201601",335,33
17,G240,"201602",186,34
17,G240,"201603",173,35
17,G240,"201604",185,36
