"co_pcdt","sg_uf","nu_competencia_min","nu_competencia_max","qt_municipios_atendimento","qt_municipios_paciente","qt_secretarias","qt_cns_pacientes","qt_00a20","qt_21a40","qt_41a60","qt_61a00","qt_sexof","qt_sexom","qt_obito_paciente","qt_cid","qt_sigtap","qt_registros","qt_aprovada","vl_aprovado_ipca","qt_redesbr1","qt_redesbr2","qt_redesbr3","qt_redesbr4","qt_redesbr5"
7,RR,200801,201408,1,5,1,71,72,228,328,34,355,307,0,1,9,662,39911,220673.79,3,659,0,0,0
7,PA,200907,201906,4,5,3,8,17,21,8,49,66,29,0,1,5,95,6821,44345.30,29,0,0,66,0
7,AP,200903,201610,1,2,1,11,17,76,6,0,28,71,0,1,6,99,3180,6625.61,0,99,0,0,0
7,TO,200801,201906,3,8,1,12,42,31,316,0,49,340,0,1,6,389,17693,45488.29,0,275,49,65,0
7,MA,200801,201906,2,5,2,57,140,75,27,65,173,134,0,1,9,307,15589,154320.14,9,0,0,298,0
7,PI,200801,201705,1,11,1,92,60,262,152,47,344,177,0,1,9,521,29474,68169.08,116,0,405,0,0
7,CE,200801,201906,6,36,1,227,421,471,539,143,890,684,0,1,15,1574,128040,720358.11,459,6,183,0,926
7,RN,200801,201906,4,16,2,35,49,70,107,12,174,64,0,1,10,238,16238,81628.45,83,0,55,0,100
7,PB,200801,201903,2,66,1,246,233,547,339,138,731,526,0,1,18,1257,75053,568898.80,642,0,615,0,0
7,PE,200803,201906,2,9,2,31,64,84,199,0,212,135,0,1,9,347,13195,129487.39,47,0,26,0,274
7,AL,200909,201906,1,2,1,7,1,3,31,20,33,22,0,1,6,55,2856,28277.19,0,0,55,0,0
7,SE,200801,201906,1,9,1,299,405,2007,1568,361,2384,1957,0,1,9,4341,273083,584292.35,73,0,0,0,4268
7,BA,200802,201905,4,9,2,11,5,12,35,5,20,37,0,1,6,57,4310,23224.39,49,0,0,0,8
7,MG,200801,201906,23,137,2,604,999,3984,6386,1611,6649,6331,0,1,15,12980,780857,5873432.93,376,56,9121,98,3329
7,ES,200801,201905,7,27,1,52,75,44,114,27,152,108,0,1,12,260,12455,33858.90,0,142,54,0,64
7,RJ,200801,201805,2,31,2,174,184,462,531,354,921,610,0,1,14,1531,124785,900440.09,0,0,481,30,1020
7,SP,200801,201906,28,281,2,1546,2466,5066,7648,3535,10315,8400,4,1,17,18715,1014659,4970012.95,0,172,2440,5105,10998
7,PR,200801,201906,17,35,1,48,130,521,894,144,1014,675,3,1,12,1689,86483,398671.61,0,13,1320,4,352
7,SC,200801,201906,1,30,1,45,485,173,188,90,345,591,0,1,13,936,72841,375360.59,0,0,516,116,304
7,RS,200801,201906,18,138,1,520,638,2177,4826,2196,5541,4296,0,1,32,9837,633244,2722217.73,0,0,3170,436,6231
7,MS,200801,201906,1,13,1,18,36,51,42,7,50,86,0,1,10,136,5984,32730.70,0,0,16,120,0
7,MT,200801,201904,1,7,1,478,551,2327,2459,507,3149,2695,0,1,11,5844,335021,628041.90,0,64,0,5780,0
7,GO,200802,201906,3,11,3,19,40,62,58,192,102,250,0,1,8,352,28171,165917.95,0,14,239,12,87
7,DF,201205,201906,2,3,1,6,62,27,12,75,139,37,0,1,3,176,13780,55240.97,0,0,0,0,58
8,RO,201202,201906,2,24,2,102,9,468,1069,466,1126,886,0,2,7,2012,8188,27012.95,203,532,1277,0,0
8,AC,201012,201906,2,5,1,70,2,646,817,499,943,1021,0,2,8,1964,5514,38175.23,70,1894,0,0,0
8,AM,201004,201906,3,23,3,354,218,2901,6027,1535,4845,5836,1,2,10,10681,44523,489030.55,533,0,0,10148,0
8,RR,201004,201906,2,9,2,137,32,587,1211,192,818,1207,0,2,6,2025,6649,68389.72,84,1941,0,0,0
8,PA,201012,201906,7,35,3,323,165,1508,5154,2125,3817,5135,0,2,11,8952,42279,415124.58,1033,449,0,7470,0
8,AP,201006,201906,2,6,2,89,8,433,771,235,670,777,0,2,9,1447,6749,75283.60,17,1430,0,0,0
8,TO,201007,201906,5,33,2,153,51,1104,2519,895,1939,2630,0,2,9,4569,11159,163859.23,85,1233,783,2468,0
8,MA,201004,201906,3,39,3,297,181,2322,1971,1095,2734,2835,0,2,10,5569,14028,349629.64,1104,177,0,4288,0
8,PI,201006,201906,6,77,6,540,453,4542,7038,2630,5731,8932,2,2,9,14663,37064,565036.22,3300,0,11363,0,0
8,CE,201005,201906,10,111,5,1170,1185,9915,25283,6948,20571,22760,0,2,14,43331,232849,2605535.33,9785,2064,412,0,31070
8,RN,201008,201906,8,72,3,556,341,5483,8211,3952,8423,9564,0,2,11,17987,45917,518222.26,3332,0,729,0,13926
8,PB,201003,201906,5,97,4,571,521,4427,8731,3270,9392,7557,0,2,14,16949,67589,650701.30,4305,0,12644,0,0
8,PE,201003,201906,4,51,4,490,344,3733,10602,3678,9874,8483,2,2,13,18357,59686,720789.20,583,0,67,0,17707
8,AL,201006,201906,2,27,2,137,62,1207,2294,672,1959,2276,0,2,9,4235,14985,183476.21,966,0,3269,0,0
8,SE,201007,201906,3,18,2,64,15,442,1408,348,902,1311,0,2,9,2213,10256,95010.16,964,0,0,0,1249
8,BA,201110,201906,20,95,1,627,193,1338,4435,1987,3583,4370,0,2,12,7953,96903,561361.23,909,4,223,0,6817
8,MG,201003,201906,36,455,6,3040,1095,21148,53473,25933,52545,49104,0,2,15,101649,743459,5768557.47,7644,3441,42821,6128,41615
8,ES,201005,201906,11,50,2,386,110,2548,8143,3279,9191,4889,0,2,12,14080,179398,1229769.17,0,399,3366,0,10315
8,RJ,201003,201906,2,86,2,3274,1694,22894,58957,28013,56225,55333,0,2,15,111558,527389,6565951.40,0,0,17749,5621,88188
8,SP,201003,201906,31,492,4,10360,3642,67264,176626,78686,167896,158322,6,2,16,326218,2455923,20683124.35,0,783,43062,35923,246450
8,PR,201004,201906,22,271,1,2204,1033,23932,58345,24125,53847,53588,8,2,14,107435,1307369,8821694.60,243,2506,39666,3442,61578
8,SC,201007,201906,1,195,1,1602,757,17081,44182,11918,34429,39509,17,2,14,73938,725278,4710192.84,0,0,20453,18738,34747
8,RS,201004,201906,19,284,2,2160,389,11279,32754,11727,29299,26850,0,2,15,56149,723126,4730570.65,0,0,19927,9203,27001
8,MS,201004,201906,2,44,2,275,28,1858,5193,1811,5565,3325,0,2,15,8890,67396,403230.62,0,25,3560,5305,0
8,MT,201008,201906,2,66,2,550,125,3327,7119,3190,6675,7086,0,2,13,13761,44991,689506.98,105,5711,0,7945,0
8,GO,201003,201906,5,137,3,1225,900,9801,18892,8338,16911,21020,0,2,15,37931,161038,2225817.28,94,4075,13469,1783,18510
8,DF,200801,201906,4,15,2,352,182,3321,7982,3572,7561,7496,0,2,14,15057,152509,1150777.04,0,0,0,0,9271
9,RO,201601,201611,1,1,1,1,0,0,13,0,0,13,0,1,1,13,900,0.00,0,0,13,0,0
9,AC,200801,201404,1,2,1,7,0,17,101,0,0,118,0,1,2,118,9790,37513.85,0,118,0,0,0
9,MA,201310,201312,1,1,1,1,0,3,0,0,0,3,0,1,1,3,180,728.36,0,0,0,3,0
9,CE,201103,201812,3,8,1,11,3,109,27,3,92,50,0,1,1,142,7395,21980.90,106,0,0,0,36
9,RN,200903,201104,1,3,1,3,5,6,6,0,0,17,0,1,2,17,1036,2112.54,6,0,6,0,5
9,PB,200801,201906,2,22,1,62,62,133,355,50,347,253,0,1,2,600,32222,29363.72,260,0,340,0,0
9,PE,200801,201906,1,1,1,28,0,33,281,19,319,14,0,1,2,333,20730,3738.78,0,0,0,0,333
9,AL,201211,201602,1,2,1,2,0,7,0,5,5,7,0,1,1,12,510,225.97,7,0,5,0,0
9,SE,201012,201106,1,1,1,1,0,7,0,0,7,0,0,1,1,7,600,2481.06,0,0,0,0,7
9,MG,200801,201901,10,14,2,20,0,179,254,14,299,148,0,1,2,447,48860,144055.50,0,68,276,0,103
9,ES,201512,201906,4,5,1,7,0,80,5,0,76,9,0,1,1,85,9960,0.00,0,0,0,0,85
9,RJ,200801,201812,1,10,1,20,9,155,128,9,48,253,0,1,2,301,37182,133351.58,0,0,78,0,223
9,SP,200801,201906,18,58,1,138,156,526,740,372,874,920,0,1,2,1794,150644,324518.56,0,6,247,300,1241
9,PR,200801,201906,8,11,2,19,10,142,154,3,150,159,0,1,2,309,21300,33314.44,0,8,9,0,292
9,SC,200801,201906,1,12,1,14,9,164,202,9,57,327,0,1,2,384,32370,74567.35,0,0,194,114,76
9,RS,200801,201906,11,46,1,83,7,552,887,134,803,777,0,1,2,1580,120134,268841.03,0,0,623,129,828
9,MS,200801,200812,1,1,1,1,0,8,0,0,8,0,0,1,1,8,600,405.53,0,0,8,0,0
9,DF,200801,201906,3,5,1,12,0,89,92,0,45,136,0,1,2,181,13920,23941.88,0,0,0,0,120
10,RO,200801,201906,9,48,7,1112,2104,7528,17297,5973,26357,6545,3,8,32,32902,349211,3931686.99,3661,7267,21974,0,0
10,AC,200801,201906,3,19,2,1352,1297,8770,23972,11509,37768,7780,0,7,25,45548,630376,6602705.48,3334,42214,0,0,0
10,AM,200801,201906,8,53,7,2656,3976,18586,53629,24875,87410,13656,0,8,30,101066,1608872,57421241.53,4874,0,0,96192,0
10,RR,200801,201906,3,13,3,839,901,4830,11510,4128,18114,3270,1,8,21,21384,293497,8470218.39,684,20700,0,0,0
10,PA,200801,201906,17,130,8,4475,4625,15571,50611,25455,83121,13155,14,8,29,96276,1142571,18439916.53,26633,3933,0,65710,0
10,AP,200801,201906,4,14,4,826,800,4845,10864,3063,17267,2305,5,8,18,19572,230644,1543479.13,159,19413,0,0,0
10,TO,200801,201906,13,90,10,1088,2000,9140,18608,10155,32559,7344,0,8,26,39903,392105,5980936.18,1400,9483,7362,21658,0
10,MA,200801,201906,14,145,9,5315,3415,25347,59325,37112,104228,20972,0,8,35,125200,1624341,29014724.63,14390,2928,0,107878,0
10,PI,200801,201906,13,166,11,2644,4046,16268,41673,20706,70002,12691,5,8,34,82693,1402259,24839531.03,19692,0,63001,0,0
10,CE,200801,201906,37,185,11,17328,32001,98085,279095,158987,487893,80299,12,8,41,568192,12374046,112967712.28,193336,18395,17148,0,339309
10,RN,200801,201906,18,163,9,4912,8026,23962,59385,34322,104796,20899,0,8,33,125695,1760718,57604986.25,39010,0,18097,0,68588
10,PB,200801,201906,15,217,10,8771,8785,43686,122545,87952,224068,38901,16,8,47,262969,4106224,69046133.18,107313,0,155656,0,0
10,PE,200801,201906,22,174,11,7407,11930,44963,142791,87490,240937,46237,24,8,39,287174,3995143,92752680.06,21476,0,1179,0,264519
10,AL,200801,201906,8,92,7,2132,2521,17021,39978,20108,65953,13675,0,8,25,79628,1079146,23033373.96,20394,0,59234,0,0
10,SE,200801,201906,13,66,7,1877,2714,13116,39037,25632,68627,11872,2,8,30,80499,1377712,21831244.08,25113,0,0,0,55386
10,BA,200801,201906,39,384,8,12856,10427,70625,194599,110508,329557,56614,0,8,34,386171,9496709,137987494.20,93831,4041,33842,0,254457
10,MG,200801,201906,47,827,9,29782,37478,195808,825178,583544,1351356,290652,0,8,39,1642008,32648083,661348735.59,124106,59228,773146,104378,581150
10,ES,200801,201906,21,78,6,6988,10245,53743,182709,121288,314334,53651,29,8,38,367985,7655589,127405512.87,0,24423,81270,0,262292
10,RJ,200801,201906,14,90,7,13750,16577,62703,314420,226961,516958,103703,0,8,41,620661,9705530,290291143.85,0,0,110480,27197,482984
10,SP,200801,201906,66,644,17,113527,161180,758570,2742396,1949667,4646151,965677,166,8,42,5611828,101470810,1791793042.88,0,50074,743656,653391,4164707
10,PR,200801,201906,30,399,7,33708,64578,362083,1279406,788846,2087519,407394,583,8,39,2494913,50714428,633225509.85,15576,81849,1143497,88471,1165520
10,SC,200801,201906,6,292,4,11254,15166,113710,411375,237276,639734,137793,275,8,55,777527,14673030,143849276.23,0,0,281313,182591,313623
10,RS,200801,201906,26,482,8,17180,11339,67087,325263,231814,527731,107772,0,8,49,635503,15202379,200155183.90,0,0,293439,66869,275141
10,MS,200801,201906,5,77,3,4162,7579,31431,110720,57668,171926,35472,17,8,36,207398,3397782,73103980.02,0,6229,55450,145719,0
10,MT,200801,201906,5,123,5,3813,3939,16767,54974,28075,83532,20223,3,8,33,103755,1069593,80676690.16,1539,32309,0,69907,0
10,GO,200801,201906,12,224,8,5932,9874,41145,128409,72899,207474,44853,0,8,37,252327,3141039,133473890.60,1537,51539,85143,13718,100390
10,DF,200801,201906,17,19,14,5777,8945,58729,193410,134599,342144,53539,0,8,36,395683,8239167,200971621.67,0,0,0,0,229802
11,RO,200801,201906,7,52,7,5016,2541,9870,34599,50544,53031,44523,20,3,27,97554,3846292,882563.31,17978,12965,66611,0,0
11,AC,200801,201906,7,18,6,1357,2153,4943,16216,18535,26158,15689,5,3,25,41847,1752583,208764.59,761,41086,0,0,0
11,AM,200801,201906,7,61,7,7098,10764,18873,59148,75146,110594,53337,0,3,12,163931,173750,1037508.09,5622,0,0,158309,0
11,RR,200801,201904,4,14,4,923,436,2904,7202,6848,10536,6855,2,3,17,17391,736042,227564.02,801,16590,0,0,0
11,PA,200801,201906,12,100,8,3118,10037,8168,32527,32362,56819,26275,9,3,20,83094,78618,347084.98,9122,1013,0,72959,0
11,AP,200801,201906,5,10,5,1054,795,2031,4026,3441,6738,3555,0,2,13,10293,15949,158665.45,58,10235,0,0,0
11,TO,200801,201906,11,76,6,1185,4184,4411,15291,18227,25992,16121,2,3,14,42113,1798986,550274.36,1010,10162,13977,16964,0
11,MA,200801,201906,12,126,9,8604,13961,31189,77049,83982,137576,68607,0,3,24,206183,9240146,4529480.13,21793,1757,0,182633,0
11,PI,200801,201906,12,151,10,5416,5435,16391,47919,65799,92768,42776,4,3,18,135544,4147007,1079926.02,9193,0,126351,0,0
11,CE,200801,201906,39,182,12,17458,57045,60898,169839,186887,331587,143100,14,3,28,474687,11130471,1613607.41,137383,15351,27324,0,294629
11,RN,200801,201906,17,167,10,17692,19715,59441,144839,196567,275884,144678,0,3,24,420562,12641849,457259.84,138660,0,50450,0,231452
11,PB,200801,201906,20,222,11,16968,45330,88862,213856,305071,415996,237127,36,3,34,653123,20060378,12570153.13,215859,0,437264,0,0
11,PE,200801,201906,15,162,8,7434,26099,35649,118784,116530,208852,88211,8,3,25,297063,10233376,1341707.33,26402,0,1306,0,269355
11,AL,200801,201906,12,102,8,8641,16992,34014,90529,81864,151433,71968,19,3,17,223401,10657865,1745204.07,52631,0,170770,0,0
11,SE,200801,201906,10,75,4,6168,12036,27195,86836,92270,149953,68384,29,3,26,218337,9563256,2196431.92,70527,0,0,0,147810
11,BA,200801,201906,38,378,8,15515,13357,65475,174773,139372,284159,108830,0,3,32,392989,1404454,5042405.46,93200,1200,24942,0,273647
11,MG,200801,201906,46,811,7,27255,45651,117295,400971,511761,684168,391511,0,3,26,1075679,10456817,12741141.62,94772,37262,520846,74461,348338
11,ES,200801,201906,15,78,4,7465,9934,36806,114927,124392,201699,84360,34,3,25,286059,15043904,2932259.03,0,12575,94427,0,179057
11,RJ,200801,201906,11,90,8,13945,13824,31651,117643,151041,201909,112250,0,3,38,314159,14594081,2976328.86,0,0,87400,19157,207602
11,SP,200801,201906,59,645,15,331029,1237235,1685620,3711106,4390948,7125905,3899051,427,3,42,11024956,104526960,181283434.93,0,274557,1866128,1586451,7297820
11,PR,200801,201906,35,399,8,59250,259437,343694,884927,1313591,1664113,1137536,2019,3,23,2801649,4329908,14220464.25,27832,78125,1752736,90881,852075
11,SC,200801,201906,9,293,7,37554,78197,176084,710549,1202407,1191676,975561,2407,3,75,2167237,93876283,49951943.33,0,0,798478,478196,890563
11,RS,200801,201906,27,489,8,28403,35470,64405,269588,480141,465439,384165,0,3,52,849604,22148311,3271708.04,0,0,467318,70231,311875
11,MS,200801,201906,5,76,5,5174,3907,12034,57052,101461,99496,74958,28,3,19,174454,1148982,1188693.99,0,207,50485,123762,0
11,MT,200801,201906,6,130,4,9336,4903,19451,67421,86067,105694,72150,10,3,28,177844,2634452,1434988.50,2193,37793,0,137858,0
11,GO,200801,201906,14,190,8,6051,9433,26442,82877,91427,137820,72359,0,3,21,210179,6137674,1848834.22,754,64137,58061,13850,73377
11,DF,200801,201906,7,19,4,7370,25453,61857,186122,184008,304947,152493,0,3,19,457440,424096,6524365.87,0,0,0,0,324766
12,RO,201606,201906,1,13,1,125,1366,105,0,1,303,1169,0,5,4,1472,49080,4488.98,119,43,1310,0,0
12,AC,201708,201906,2,4,1,4,41,0,0,0,4,37,0,1,2,41,1230,173.88,4,37,0,0,0
12,AM,201606,201906,1,4,1,35,216,22,0,0,54,184,0,3,3,238,4099,8482.34,9,0,0,229,0
12,RR,201710,201906,1,2,1,6,11,9,0,0,0,20,0,3,3,20,310,70.75,4,16,0,0,0
12,PA,201606,201906,5,6,1,46,267,100,2,0,87,282,0,4,3,369,16197,1693.96,120,21,0,228,0
12,AP,201608,201906,1,3,1,10,55,0,0,0,12,43,0,2,3,55,1590,203.04,0,55,0,0,0
12,TO,201703,201906,4,4,1,8,37,29,0,0,5,61,0,3,3,66,2270,209.88,0,42,6,18,0
12,MA,201606,201906,2,31,2,284,3320,103,29,24,654,2822,0,5,4,3476,171975,18290.60,449,23,0,3004,0
12,PI,201609,201906,1,26,1,139,969,35,0,0,263,741,0,4,4,1004,19007,19799.66,674,0,330,0,0
12,CE,201607,201906,1,43,1,833,8398,920,47,47,1816,7596,0,5,4,9412,207153,111063.50,719,348,2,0,8343
12,RN,201609,201906,6,16,2,94,895,102,13,3,270,743,0,5,4,1013,53854,4999.28,119,0,25,0,869
12,PB,201605,201906,5,97,3,510,5145,226,207,109,1282,4405,0,5,4,5687,110928,132911.60,4402,0,1285,0,0
12,PE,201607,201906,2,2,2,549,8192,608,94,21,1790,7125,0,5,4,8915,155617,106209.88,1,0,0,0,8914
12,AL,201606,201906,1,17,1,77,593,14,20,0,155,472,0,5,3,627,10694,25835.59,370,0,257,0,0
12,SE,201710,201906,1,17,1,219,1532,34,0,0,331,1235,0,3,3,1566,40151,39898.53,239,0,0,0,1327
12,BA,201612,201905,18,35,1,84,316,29,1,4,64,286,0,3,3,350,4303,14645.07,189,0,7,0,154
12,MG,201608,201906,30,177,2,424,2524,339,131,0,678,2316,0,5,3,2994,124466,57605.34,630,224,1385,155,600
12,ES,201606,201906,12,59,3,430,5774,177,9,55,966,5049,0,5,3,6015,227830,65810.58,0,365,2545,0,3105
12,RJ,201608,201906,2,10,2,20,90,63,0,0,20,133,0,5,2,153,10180,1037.62,0,0,11,1,141
12,SP,201605,201906,31,411,4,3548,34030,3777,768,338,8697,30216,0,5,4,38913,1206239,643413.72,0,917,8164,5539,24293
12,PR,201606,201906,22,225,1,1559,20147,1947,266,53,4617,17796,0,5,4,22413,647229,284216.94,232,1334,8729,280,11838
12,SC,201608,201906,1,42,1,196,2221,413,41,0,440,2235,0,5,3,2675,92352,40163.21,0,0,663,505,1507
12,RS,201605,201906,18,178,1,794,5529,573,44,9,1319,4836,0,5,4,6155,292394,119260.56,0,0,3275,232,2648
12,MS,201610,201906,1,26,1,111,1368,57,0,0,270,1155,0,4,3,1425,39475,15724.50,0,5,554,866,0
12,MT,201608,201906,1,22,1,69,325,20,4,0,108,241,0,5,4,349,12210,1267.97,21,286,0,42,0
12,GO,201606,201906,3,78,2,314,3495,351,23,0,831,3038,0,5,4,3869,137773,46122.48,55,1305,1503,230,776
12,DF,201605,201906,4,6,2,160,2570,396,105,0,667,2404,0,5,4,3071,118132,11625.54,0,0,0,0,1770
13,PB,200801,200801,1,1,1,1,1,0,0,0,1,0,0,1,1,1,5,521.56,0,0,1,0,0
13,RS,200801,200801,1,1,1,1,0,1,0,0,0,1,0,1,1,1,8,216.24,0,0,0,0,1
14,RO,200801,201906,2,8,2,25,42,131,133,32,189,149,0,3,8,338,16975,89395.20,23,54,261,0,0
14,AC,200805,201906,3,5,2,11,38,164,34,0,59,177,0,3,3,236,9420,36221.29,175,61,0,0,0
14,AM,200801,201906,2,12,2,286,714,1718,1879,604,3419,1496,0,3,13,4915,293241,2648240.29,63,0,0,4852,0
14,RR,201003,201906,3,2,3,14,0,78,22,14,26,88,0,3,5,114,5203,53476.52,0,114,0,0,0
14,PA,200802,201906,7,15,3,33,210,148,89,44,203,288,0,3,7,491,19591,360563.68,160,211,0,120,0
14,AP,201101,201804,1,1,1,7,3,26,6,0,18,17,0,2,4,35,1068,7678.72,0,35,0,0,0
14,TO,200807,201906,4,6,2,10,0,26,33,0,43,16,0,3,4,59,1844,45244.46,0,14,9,36,0
14,MA,200801,201906,3,12,3,131,145,453,463,63,883,241,0,3,7,1124,37981,188870.47,78,59,0,987,0
14,PI,200802,201906,2,14,2,37,159,69,268,133,448,181,0,3,7,629,25992,178368.83,116,0,513,0,0
14,CE,200801,201906,11,83,3,394,1215,1960,2359,806,4416,1924,0,3,15,6340,294351,1686215.78,2802,210,294,0,3034
14,RN,200801,201906,6,29,1,111,131,413,549,279,1074,298,0,3,10,1372,56948,1253965.09,276,0,322,0,774
14,PB,200801,201906,3,35,2,109,423,306,386,279,1106,288,0,3,12,1394,53155,579279.90,432,0,962,0,0
14,PE,200801,201906,1,30,1,124,662,865,1728,654,3198,711,0,3,12,3909,157595,983742.90,376,0,23,0,3510
14,AL,200801,201906,3,13,3,40,54,100,234,8,286,110,0,3,7,396,14378,284918.14,100,0,296,0,0
14,SE,200908,201906,1,18,1,40,66,584,361,83,928,166,0,3,6,1094,34880,150890.64,463,0,0,0,631
14,BA,200801,201906,16,56,2,182,203,761,819,315,1390,708,0,3,8,2098,95874,492336.22,727,50,219,0,1102
14,MG,200801,201906,33,189,3,611,2025,3862,9054,3531,13659,4813,0,3,15,18472,1258355,7763727.56,1454,869,7501,1220,7428
14,ES,200801,201906,11,35,2,109,1786,865,785,203,2501,1138,0,3,13,3639,131613,1439324.91,0,337,1360,0,1942
14,RJ,200801,201906,2,51,2,456,1606,2677,6269,1264,8589,3227,0,3,17,11816,806420,7112435.47,0,0,1239,351,10226
14,SP,200801,201906,28,376,1,5375,11895,35377,55025,27578,92736,37139,8,3,23,129875,6834571,67181354.23,0,768,11687,14534,102886
14,PR,200801,201906,24,128,3,443,2511,4303,6689,2588,12052,4039,7,3,17,16091,661788,4913751.03,436,621,6106,455,8473
14,SC,200801,201906,2,64,2,158,742,2107,3578,1132,5398,2161,2,3,14,7559,364777,3596954.65,0,0,2873,1669,3017
14,RS,200801,201906,20,156,3,456,1085,2127,7012,2795,8912,4107,0,3,18,13019,781234,5074085.82,0,0,4588,853,7578
14,MS,200801,201906,2,19,2,59,138,527,1154,295,1547,567,0,3,10,2114,99218,757494.25,0,74,455,1585,0
14,MT,200802,201906,2,23,2,74,82,170,661,198,672,439,0,3,9,1111,60613,588891.38,105,174,0,832,0
14,GO,200801,201906,5,44,3,116,579,867,1235,241,2229,693,0,3,14,2922,155229,2735717.19,0,719,1086,110,1007
14,DF,200801,201906,7,11,3,135,283,1255,1766,916,3153,1067,0,3,9,4220,248512,1234223.15,0,0,0,0,2534
15,RO,200802,201906,1,20,1,86,666,1055,857,251,1097,1732,2,1,2,2829,8046,732900.66,334,698,1797,0,0
15,AC,200801,201906,4,5,3,19,331,285,202,0,461,357,0,1,2,818,1934,170399.64,258,560,0,0,0
15,AM,200801,201906,3,6,2,126,1619,1013,421,155,1699,1509,0,1,2,3208,9046,891377.39,146,0,0,3062,0
15,RR,200801,201801,3,2,3,19,146,45,64,3,127,131,0,1,2,258,494,56864.96,0,258,0,0,0
15,PA,200801,201906,8,28,3,90,992,783,681,149,1172,1433,0,1,2,2605,8065,695556.67,770,228,0,1607,0
15,AP,200804,201906,1,2,1,10,87,22,12,0,5,116,0,1,2,121,338,38984.37,0,121,0,0,0
15,TO,200801,201906,4,12,1,23,109,510,363,0,440,542,0,1,2,982,2540,247156.21,24,314,268,376,0
15,MA,200801,201906,4,36,4,138,1258,1246,566,217,1689,1598,0,1,2,3287,8144,758079.91,634,71,0,2582,0
15,PI,200801,201906,2,12,2,35,679,309,138,16,242,900,0,1,2,1142,3460,302697.38,343,0,799,0,0
15,CE,200801,201906,8,76,3,446,4948,4575,4087,1250,6535,8325,2,1,2,14860,49532,5143875.63,4683,190,394,0,9593
15,RN,200801,201906,8,34,4,129,1345,1180,687,469,1725,1956,0,1,2,3681,11112,1223523.30,997,0,267,0,2417
15,PB,200801,201906,5,41,4,129,2067,1715,1333,467,3305,2277,1,1,2,5582,16683,1628397.92,1845,0,3737,0,0
15,PE,200801,201906,3,55,3,252,4379,6059,4585,819,7059,8783,0,1,2,15842,37456,4033595.65,2236,0,98,0,13508
15,AL,200801,201906,3,11,3,54,879,643,350,211,1030,1053,1,1,2,2083,6714,592142.52,506,0,1577,0,0
15,SE,200801,201906,3,18,3,68,711,1655,587,185,1537,1601,0,1,2,3138,8237,870975.36,614,0,0,0,2524
15,BA,200801,201906,20,115,3,354,3413,3405,2480,816,5349,4765,0,1,2,10114,24830,2513048.93,3123,194,788,0,6009
15,MG,200801,201906,34,265,4,985,10569,19813,17525,5774,27388,26293,0,1,3,53681,158686,14989673.77,6043,1936,21804,3594,20304
15,ES,200801,201906,13,39,3,177,2096,4104,2430,887,4619,4898,2,1,3,9517,29243,2787689.28,0,783,3499,0,5235
15,RJ,200801,201906,3,52,2,455,3570,6335,5800,1442,9153,7994,0,1,4,17147,58712,5977014.78,0,0,1123,670,15354
15,SP,200801,201906,30,386,3,3601,49049,71908,53906,14177,96272,92768,8,1,3,189040,391391,42510618.91,0,1850,25916,22759,138515
15,PR,200801,201906,24,165,2,583,11102,15875,10167,2426,18280,21290,30,1,3,39570,97964,9177379.51,270,1597,15574,2027,20102
15,SC,200801,201906,1,128,1,471,10363,15192,7565,1851,15380,19591,9,1,12,34971,93164,9478204.61,0,0,11031,5651,18289
