"co_pcdt","nu_trimestre","sg_procedimento","qt_sexo_f","qt_idade_paciente60","qt_st_redesbr3","qt_ibge_gestao","qt_aprovada","qt_dispensacao","qt_cns_paciente"
2,"201404",OCTR30,1736,766,2800,22,7288,3021,1072
2,"201501",AZAT50,183,67,257,12,18258,274,125
2,"201501",CABE05,4909,1027,6787,25,88291,7169,2998
2,"201501",CICLOSP10,0,1,1,1,30,1,1
2,"201501",CICLOSP100,359,144,811,23,76931,860,387
2,"201501",CICLOSP10050,26,5,67,12,153,74,37
2,"201501",CICLOSP25,111,16,184,14,15779,198,84
2,"201501",CICLOSP50,266,102,507,22,44262,533,231
2,"201501",FILG300,58,23,108,16,2104,114,58
2,"201501",LANR120,247,88,400,10,1357,407,171
2,"201501",LANR60,19,10,26,3,73,26,13
2,"201501",LANR90,74,30,146,9,292,148,68
2,"201501",OCTR01,18,5,27,5,69,31,12
2,"201501",OCTR10,193,110,315,10,596,331,130
2,"201501",OCTR20,1299,657,2070,23,4433,2202,875
2,"201501",OCTR30,1512,684,2530,18,5863,2680,1027
2,"201502",AZAT50,220,72,278,11,19959,315,150
2,"201502",CABE05,4692,1055,6448,26,84197,6879,2936
2,"201502",CICLOSP10,0,1,1,1,30,1,1
2,"201502",CICLOSP100,365,130,785,23,72067,837,384
2,"201502",CICLOSP10050,30,1,67,9,166,71,34
2,"201502",CICLOSP25,109,12,192,16,15601,215,89
2,"201502",CICLOSP50,238,81,453,20,40557,486,215
2,"201502",FILG300,48,24,96,13,1972,103,49
2,"201502",LANR120,258,103,454,12,1802,464,197
2,"201502",LANR60,26,15,35,4,147,39,21
2,"201502",LANR90,75,38,157,12,267,162,72
2,"201502",OCTR01,26,12,44,5,49,49,20
2,"201502",OCTR10,206,119,329,10,575,339,136
2,"201502",OCTR20,1306,696,2095,23,5478,2264,889
2,"201502",OCTR30,1585,702,2567,20,6512,2769,1055
2,"201503",AZAT50,234,64,255,9,22123,336,148
2,"201503",CABE05,4690,1072,6320,25,84545,6882,2912
2,"201503",CICLOSP100,409,154,827,23,78409,922,405
2,"201503",CICLOSP10050,36,0,64,11,135,72,36
2,"201503",CICLOSP25,103,13,171,17,14858,196,75
2,"201503",CICLOSP50,232,84,434,22,36650,488,205
2,"201503",FILG300,50,20,63,14,1118,81,40
2,"201503",LANR120,259,104,498,12,1562,522,210
2,"201503",LANR60,19,17,41,3,72,49,28
2,"201503",LANR90,106,41,190,12,442,208,95
2,"201503",OCTR01,28,9,44,4,48,48,21
2,"201503",OCTR10,217,120,299,9,685,336,132
2,"201503",OCTR20,1258,685,1915,22,5434,2165,871
2,"201503",OCTR30,1624,763,2561,22,6290,2832,1111
2,"201504",AZAT50,189,59,225,10,17175,265,118
2,"201504",CABE05,4634,1078,6074,26,84839,6831,2894
2,"201504",CICLOSP100,386,130,750,24,73052,850,387
2,"201504",CICLOSP10050,33,0,55,9,124,66,34
2,"201504",CICLOSP25,100,14,165,16,14233,185,79
2,"201504",CICLOSP50,233,89,427,21,42957,495,217
2,"201504",FILG300,41,18,55,16,1106,74,41
2,"201504",LANR120,312,138,586,16,1612,609,264
2,"201504",LANR60,33,16,53,4,170,58,29
2,"201504",LANR90,123,59,210,15,462,237,126
2,"201504",OCTR01,29,5,41,3,74,44,15
2,"201504",OCTR10,193,111,280,9,641,308,122
2,"201504",OCTR20,1284,641,1923,22,5251,2162,860
2,"201504",OCTR30,1568,744,2407,22,6724,2659,1023
2,"201601",AZAT50,159,49,198,10,13655,219,103
2,"201601",CABE05,4891,1170,6234,26,87048,7166,3021
2,"201601",CICLOSP100,360,127,716,23,65522,803,383
2,"201601",CICLOSP10050,26,0,49,9,131,55,29
2,"201601",CICLOSP25,113,21,188,18,17400,221,98
2,"201601",CICLOSP50,231,82,421,22,40486,469,213
2,"201601",FILG300,32,23,47,13,1030,65,32
2,"201601",LANR120,449,207,748,16,3126,822,328
2,"201601",LANR60,33,20,68,5,92,70,31
2,"201601",LANR90,168,76,246,16,494,292,134
2,"201601",OCTR01,26,6,32,3,119,35,13
2,"201601",OCTR10,217,119,320,9,653,344,147
2,"201601",OCTR20,1043,504,1525,22,5362,1751,755
2,"201601",OCTR30,1515,756,2330,21,5690,2596,1019
2,"201602",AZAT50,131,45,172,9,12145,190,92
2,"201602",CABE05,4321,1121,5609,26,78734,6429,2768
2,"201602",CICLOSP100,386,145,772,23,74855,877,396
2,"201602",CICLOSP10050,23,0,40,7,140,44,22
2,"201602",CICLOSP25,123,29,202,17,16825,230,98
2,"201602",CICLOSP50,258,94,453,22,41410,515,222
2,"201602",FILG300,26,21,52,12,1046,68,36
2,"201602",LANR120,565,227,891,16,3535,995,370
2,"201602",LANR60,23,17,48,5,201,51,21
2,"201602",LANR90,255,111,339,17,796,415,182
2,"201602",OCTR01,20,3,24,3,45,27,11
2,"201602",OCTR10,218,134,337,9,523,359,141
2,"201602",OCTR20,1136,600,1702,23,4373,1903,788
2,"201602",OCTR30,1622,825,2535,20,6477,2788,1061
2,"201603",AZAT50,184,48,229,13,17360,260,125
2,"201603",CABE05,4425,1208,5852,26,81342,6630,2735
2,"201603",CICLOSP100,403,144,766,26,74217,888,413
2,"201603",CICLOSP10050,31,0,50,9,447,57,33
2,"201603",CICLOSP25,128,24,226,17,19515,254,104
2,"201603",CICLOSP50,269,82,431,25,36910,505,218
2,"201603",FILG300,27,23,54,12,1381,71,37
2,"201603",LANR120,536,236,879,17,3162,974,378
2,"201603",LANR60,25,11,40,3,40,40,16
2,"201603",LANR90,215,111,327,15,640,381,160
2,"201603",OCTR01,8,2,11,2,17,14,6
2,"201603",OCTR10,201,128,309,9,744,335,122
2,"201603",OCTR20,1268,645,1839,22,4778,2084,829
2,"201603",OCTR30,1605,840,2514,22,6378,2808,1044
2,"201604",AZAT50,175,55,212,12,15984,241,109
2,"201604",CABE05,4509,1265,6014,26,82718,6666,2722
2,"201604",CICLOSP100,393,159,740,25,72240,865,398
2,"201604",CICLOSP10050,28,0,49,9,309,51,29
2,"201604",CICLOSP25,121,29,228,15,16873,246,99
2,"201604",CICLOSP50,266,87,436,23,35541,503,211
2,"201604",FILG300,37,27,55,15,1103,72,39
2,"201604",LANR120,582,259,902,17,2907,1018,396
2,"201604",LANR60,25,20,43,5,68,46,20
2,"201604",LANR90,206,95,304,15,478,356,161
2,"201604",OCTR01,9,0,8,2,25,11,5
2,"201604",OCTR10,214,130,283,9,875,319,133
2,"201604",OCTR20,1227,617,1798,22,4978,2024,848
2,"201604",OCTR30,1471,772,2311,20,6703,2556,1018
2,"201701",AZAT50,175,43,185,11,14855,219,111
2,"201701",CABE05,4413,1236,5960,26,82245,6545,2710
2,"201701",CICLOSP100,400,157,740,26,75314,877,410
2,"201701",CICLOSP10050,27,0,46,9,92,51,24
2,"201701",CICLOSP25,123,42,220,16,16550,242,101
2,"201701",CICLOSP50,261,99,443,22,38038,510,231
2,"201701",FILG300,42,41,62,16,1362,86,45
2,"201701",LANR120,479,238,798,17,3003,904,390
2,"201701",LANR60,30,24,41,5,79,49,25
2,"201701",LANR90,247,124,346,15,754,398,170
2,"201701",OCTR01,3,0,0,1,3,3,1
2,"201701",OCTR10,171,115,255,9,819,274,132
2,"201701",OCTR20,1240,628,1853,23,5167,2087,885
2,"201701",OCTR30,1516,790,2447,20,6764,2657,1085
2,"201702",AZAT50,202,49,207,10,18858,253,114
2,"201702",CABE05,4496,1282,6061,26,83450,6648,2681
2,"201702",CICLOSP100,412,151,730,25,73620,879,407
2,"201702",CICLOSP10050,20,0,38,8,84,39,20
2,"201702",CICLOSP25,100,38,201,17,16032,230,101
2,"201702",CICLOSP50,269,91,455,21,40550,536,230
2,"201702",FILG300,27,27,51,17,1009,76,41
2,"201702",LANR120,418,210,714,17,2595,775,327
2,"201702",LANR60,33,24,45,5,150,52,26
2,"201702",LANR90,263,117,364,14,850,433,193
2,"201702",OCTR01,6,0,3,2,6,6,2
2,"201702",OCTR10,206,125,320,9,844,342,132
2,"201702",OCTR20,1321,678,1892,22,4923,2150,910
2,"201702",OCTR30,1644,857,2596,20,7361,2892,1082
2,"201703",AZAT50,193,61,210,11,17232,240,109
2,"201703",CABE05,4742,1313,6148,26,89166,7016,2835
2,"201703",CICLOSP100,462,173,832,25,82928,971,432
2,"201703",CICLOSP10050,30,1,35,12,348,44,25
2,"201703",CICLOSP25,134,37,225,16,17437,251,114
2,"201703",CICLOSP50,283,93,475,22,39017,540,240
2,"201703",FILG300,36,17,65,14,1579,93,53
2,"201703",LANR120,454,228,782,15,1984,853,348
2,"201703",LANR60,9,6,25,5,50,27,14
2,"201703",LANR90,270,143,381,12,1057,457,177
2,"201703",OCTR01,5,0,2,2,5,5,2
2,"201703",OCTR10,215,127,331,9,897,351,134
2,"201703",OCTR20,1502,775,2110,20,5389,2433,967
2,"201703",OCTR30,1573,807,2453,20,7984,2771,1059
2,"201704",AZAT50,162,45,180,12,14297,208,91
2,"201704",CABE05,4594,1323,5861,27,86769,6795,2717
2,"201704",CICLOSP10,1,1,1,1,60,1,1
2,"201704",CICLOSP100,448,167,830,25,82175,980,452
2,"201704",CICLOSP10050,19,6,35,9,638,44,20
2,"201704",CICLOSP25,129,44,207,15,16992,232,105
2,"201704",CICLOSP50,275,87,456,21,38119,520,239
2,"201704",FILG300,30,21,45,13,1183,61,31
2,"201704",LANR120,600,264,986,19,3224,1085,410
2,"201704",LANR60,28,20,38,6,71,41,22
2,"201704",LANR90,235,123,355,16,755,413,171
2,"201704",OCTR01,4,1,2,3,5,5,3
2,"201704",OCTR10,195,118,295,8,833,322,125
2,"201704",OCTR20,1399,717,1956,21,5344,2249,944
2,"201704",OCTR30,1528,830,2358,21,6896,2659,1048
2,"201801",AZAT50,130,34,141,11,11325,168,80
2,"201801",CABE05,4311,1279,5465,26,82839,6411,2620
2,"201801",CICLOSP10,2,2,2,1,60,2,1
2,"201801",CICLOSP100,428,157,815,26,84688,971,462
2,"201801",CICLOSP10050,25,4,34,11,391,46,26
2,"201801",CICLOSP25,135,48,224,15,18474,259,110
2,"201801",CICLOSP50,283,94,484,21,43222,562,245
2,"201801",FILG300,20,20,48,16,1175,70,37
2,"201801",LANR120,610,268,985,19,2372,1103,437
2,"201801",LANR60,51,34,63,6,128,67,27
2,"201801",LANR90,285,140,394,16,868,465,202
2,"201801",OCTR01,3,3,3,2,6,6,2
2,"201801",OCTR10,164,121,242,8,917,268,120
2,"201801",OCTR20,1294,698,1852,21,5417,2088,863
2,"201801",OCTR30,1402,798,2194,22,6236,2467,987
2,"201802",AZAT50,131,36,150,13,11902,172,78
2,"201802",CABE05,4376,1336,5672,26,83762,6618,2586
2,"201802",CICLOSP100,457,191,823,24,80697,964,449
2,"201802",CICLOSP10050,21,3,47,12,423,50,29
2,"201802",CICLOSP25,152,68,257,17,20216,296,127
2,"201802",CICLOSP50,316,98,538,21,43132,591,251
2,"201802",FILG300,17,8,35,13,709,48,27
2,"201802",LANR120,664,277,1050,18,3041,1198,473
2,"201802",LANR60,37,21,45,6,84,53,30
2,"201802",LANR90,306,155,425,17,906,495,202
2,"201802",OCTR01,3,3,3,2,6,6,2
2,"201802",OCTR10,219,140,319,8,893,347,135
2,"201802",OCTR20,1253,662,1854,21,4721,2070,866
2,"201802",OCTR30,1554,884,2436,21,6414,2708,1004
2,"201803",AZAT50,122,41,147,12,11524,171,74
2,"201803",CABE05,3823,1298,5302,25,76572,5894,2331
2,"201803",CICLOSP100,462,205,892,24,87863,1030,480
2,"201803",CICLOSP10050,32,1,54,13,778,60,35
2,"201803",CICLOSP25,176,76,273,19,21987,320,137
2,"201803",CICLOSP50,290,112,508,23,42781,578,265
2,"201803",FILG300,22,15,53,11,1161,62,27
2,"201803",LANR120,733,282,1137,18,4133,1282,507
2,"201803",LANR60,52,33,60,7,70,70,40
2,"201803",LANR90,333,174,460,17,1286,561,241
2,"201803",OCTR01,3,3,3,2,6,6,2
2,"201803",OCTR10,191,128,276,8,810,307,132
2,"201803",OCTR20,1149,632,1683,21,4868,1891,795
2,"201803",OCTR30,1408,804,2186,21,6579,2461,1000
2,"201804",AZAT50,143,51,168,12,13121,195,87
2,"201804",CABE05,3404,1170,4780,26,65592,5282,2247
2,"201804",CICLOSP100,491,202,870,25,85850,1026,496
2,"201804",CICLOSP10050,34,1,63,13,677,70,33
2,"201804",CICLOSP25,190,76,282,21,21781,322,141
2,"201804",CICLOSP50,290,131,520,23,45909,599,275
2,"201804",FILG300,21,9,35,13,1206,49,25
2,"201804",LANR120,661,280,1077,19,2778,1181,482
2,"201804",LANR60,36,26,47,6,50,50,27
2,"201804",LANR90,344,177,505,17,852,593,244
2,"201804",OCTR01,6,3,4,3,16,9,4
2,"201804",OCTR10,195,139,281,8,689,309,134
2,"201804",OCTR20,1148,625,1692,21,4161,1924,824
2,"201804",OCTR30,1445,803,2233,22,5676,2504,1010
2,"201901",AZAT50,142,53,177,11,14033,205,82
2,"201901",CABE05,2949,1083,4057,25,55198,4576,2114
2,"201901",CICLOSP100,481,208,861,25,86798,1024,472
2,"201901",CICLOSP10050,44,3,65,11,821,72,35
2,"201901",CICLOSP25,203,76,303,20,23014,339,137
2,"201901",CICLOSP50,304,147,547,23,55452,626,279
2,"201901",FILG300,17,4,31,12,1210,48,27
2,"201901",LANR120,712,298,1102,18,3324,1254,501
2,"201901",LANR60,34,29,54,6,123,61,31
2,"201901",LANR90,291,157,441,17,896,528,236
2,"201901",OCTR01,3,3,4,3,7,7,3
2,"201901",OCTR10,157,126,244,8,582,270,113
2,"201901",OCTR20,1239,687,1812,21,4385,2076,831
2,"201901",OCTR30,1507,886,2335,22,5695,2604,1000
2,"201902",AZAT50,123,59,153,12,12675,190,87
2,"201902",CABE05,3525,1272,4901,26,71484,5475,2183
2,"201902",CICLOSP100,417,187,763,25,73788,903,420
2,"201902",CICLOSP10050,23,2,40,12,280,44,24
2,"201902",CICLOSP25,197,82,307,19,24292,344,147
2,"201902",CICLOSP50,334,140,535,24,50343,619,271
2,"201902",FILG300,17,6,34,11,807,44,30
2,"201902",LANR120,708,281,1125,18,3038,1256,515
2,"201902",LANR60,53,38,80,7,88,88,40
2,"201902",LANR90,223,123,352,17,1026,415,199
2,"201902",OCTR01,3,2,2,2,5,5,2
2,"201902",OCTR10,166,123,253,8,524,272,113
2,"201902",OCTR20,1189,663,1692,21,4376,1981,815
2,"201902",OCTR30,1500,899,2339,23,5680,2611,1018
3,"200801",ALFA4000,0,1,1,1,12,1,1
3,"200801",AZAT50,95,26,107,8,7715,134,55
3,"200801",CICLOSP100,116,24,216,13,19710,229,88
3,"200801",CICLOSP10050,7,0,27,6,108,27,15
3,"200801",CICLOSP25,7,10,16,6,910,17,8
3,"200801",CICLOSP50,46,22,75,11,4525,75,30
3,"200801",FILG300,28,23,80,10,956,83,40
3,"200802",AZAT50,87,19,92,9,6938,120,53
3,"200802",CICLOSP100,95,19,195,16,17942,219,83
3,"200802",CICLOSP10050,17,0,47,7,159,52,22
3,"200802",CICLOSP25,13,14,25,4,1350,25,7
3,"200802",CICLOSP50,45,23,69,11,3706,72,31
3,"200802",FILG300,32,20,74,7,880,79,34
3,"200803",AZAT50,119,34,134,8,8413,155,65
3,"200803",CICLOSP100,86,21,179,17,16509,201,76
3,"200803",CICLOSP10050,15,1,49,6,140,52,21
3,"200803",CICLOSP25,18,16,28,4,1494,28,8
3,"200803",CICLOSP50,45,25,62,7,3109,66,25
3,"200803",FILG300,28,15,54,6,835,55,22
3,"200804",AZAT50,138,32,139,9,9988,173,73
3,"200804",CICLOSP100,88,29,185,15,18870,206,81
3,"200804",CICLOSP10050,12,1,43,9,105,45,21
3,"200804",CICLOSP25,8,11,20,3,1114,20,7
3,"200804",CICLOSP50,25,10,47,9,2430,49,21
3,"200804",FILG300,18,7,38,5,472,40,18
3,"200901",AZAT50,123,41,151,7,10664,172,71
3,"200901",CICLOSP100,71,28,181,12,16254,193,70
3,"200901",CICLOSP10050,15,0,52,8,282,58,25
3,"200901",CICLOSP25,6,9,17,4,1080,17,6
3,"200901",CICLOSP50,24,11,48,10,2875,53,23
3,"200901",FILG300,21,13,30,7,308,33,16
3,"200902",AZAT50,111,38,145,8,9835,162,67
3,"200902",CICLOSP100,72,29,175,15,14620,194,69
3,"200902",CICLOSP10050,12,0,49,6,82,52,19
3,"200902",CICLOSP25,5,8,17,4,750,17,7
3,"200902",CICLOSP50,26,12,50,10,3040,57,25
3,"200902",FILG300,24,28,49,10,683,56,24
3,"200903",AZAT50,95,39,132,8,9844,142,59
3,"200903",CICLOSP100,68,32,164,18,15016,184,70
3,"200903",CICLOSP10050,8,1,29,5,200,29,11
3,"200903",CICLOSP25,16,9,31,5,2171,31,10
3,"200903",CICLOSP50,33,19,57,9,3918,60,24
3,"200903",FILG300,22,21,58,9,900,59,26
3,"200904",AZAT50,85,33,112,8,8755,124,54
3,"200904",CICLOSP100,56,36,135,15,12934,156,68
3,"200904",CICLOSP10050,10,2,27,4,166,27,13
3,"200904",CICLOSP25,19,9,30,6,3078,30,11
3,"200904",CICLOSP50,25,18,53,6,4274,53,20
3,"200904",FILG300,25,20,52,7,904,54,24
3,"201001",AZAT50,91,38,123,10,8913,137,62
3,"201001",CICLOSP100,67,44,162,16,15899,186,81
3,"201001",CICLOSP10050,9,0,28,5,50,28,12
3,"201001",CICLOSP25,6,9,21,5,1790,21,8
3,"201001",CICLOSP50,23,16,52,9,4876,54,23
3,"201001",FILG300,25,22,45,7,378,46,25
3,"201001",IMUN50,0,0,2,1,14,2,1
3,"201002",AZAT50,89,23,108,9,7355,121,55
3,"201002",CICLOSP100,65,32,161,15,14392,178,82
3,"201002",CICLOSP10050,11,0,27,6,117,27,12
3,"201002",CICLOSP25,5,2,23,6,1440,23,10
3,"201002",CICLOSP50,19,5,46,11,3734,50,26
3,"201002",FILG300,21,23,39,8,446,41,23
3,"201002",IMUN50,0,0,1,1,7,1,1
3,"201003",AZAT50,96,29,115,9,7886,129,58
3,"201003",CICLOSP100,59,37,139,13,11995,159,72
3,"201003",CICLOSP10050,12,0,29,7,47,29,13
3,"201003",CICLOSP25,3,2,24,5,1185,24,9
3,"201003",CICLOSP50,15,5,45,8,2875,45,20
3,"201003",FILG300,20,23,39,9,442,43,23
3,"201004",AZAT50,80,24,98,9,6660,110,51
3,"201004",CICLOSP100,53,23,126,15,11131,146,66
3,"201004",CICLOSP10050,9,0,21,6,37,21,10
3,"201004",CICLOSP25,3,0,20,4,990,20,7
3,"201004",CICLOSP50,8,5,37,6,2293,37,17
3,"201004",FILG300,21,17,48,7,496,48,27
3,"201101",AZAT50,63,27,84,10,5592,90,44
3,"201101",CICLOSP100,58,21,118,13,10635,143,63
3,"201101",CICLOSP10050,12,0,27,5,105,27,12
3,"201101",CICLOSP25,5,0,16,7,1080,17,10
3,"201101",CICLOSP50,20,4,42,8,3285,44,23
3,"201101",FILG300,20,14,36,6,247,36,17
3,"201102",AZAT50,3,3,5,1,380,5,5
3,"201102",CICLOSP100,53,14,118,13,11217,142,59
3,"201102",CICLOSP10050,13,0,41,6,215,46,18
3,"201102",CICLOSP25,10,0,17,5,1320,23,8
3,"201102",CICLOSP50,26,5,42,9,3285,48,22
3,"201102",FILG300,23,17,45,5,401,45,24
3,"201103",CICLOSP100,58,19,157,13,15464,182,75
3,"201103",CICLOSP10050,11,0,32,6,62,32,14
3,"201103",CICLOSP25,12,0,24,5,1840,30,10
3,"201103",CICLOSP50,21,5,35,8,2775,41,18
3,"201103",FILG300,19,13,36,7,316,36,19
3,"201104",CICLOSP100,64,15,133,14,12450,149,65
3,"201104",CICLOSP10050,12,0,32,6,54,32,13
3,"201104",CICLOSP25,10,0,24,5,1460,26,11
3,"201104",CICLOSP50,30,6,46,6,3560,51,19
3,"201104",FILG300,9,6,24,5,282,24,13
3,"201201",CICLOSP100,46,22,112,14,10689,125,55
3,"201201",CICLOSP10050,11,1,29,4,35,29,12
3,"201201",CICLOSP25,7,0,14,6,960,16,7
3,"201201",CICLOSP50,21,7,43,6,3595,48,19
3,"201201",FILG300,9,12,19,3,245,19,9
3,"201202",CICLOSP100,63,26,125,15,11161,139,58
3,"201202",CICLOSP10050,6,1,24,4,88,24,11
3,"201202",CICLOSP25,5,0,12,5,900,13,7
3,"201202",CICLOSP50,26,11,41,7,2965,44,19
3,"201202",FILG300,12,9,31,5,370,33,15
3,"201203",CICLOSP100,66,23,126,16,10745,140,60
3,"201203",CICLOSP10050,5,0,21,4,27,24,12
3,"201203",CICLOSP25,3,0,10,4,930,12,5
3,"201203",CICLOSP50,24,9,44,8,3110,49,20
3,"201203",FILG300,16,8,30,7,396,33,17
3,"201204",CICLOSP10,2,2,2,1,189,2,1
3,"201204",CICLOSP100,57,21,116,15,9877,122,55
3,"201204",CICLOSP10050,5,0,18,3,18,18,8
3,"201204",CICLOSP25,5,1,9,4,771,12,7
3,"201204",CICLOSP50,28,10,43,8,3357,49,22
3,"201204",FILG300,10,7,13,5,152,16,8
3,"201301",CICLOSP100,60,23,121,15,10203,134,57
3,"201301",CICLOSP10050,0,0,5,1,5,5,3
3,"201301",CICLOSP25,5,0,6,5,475,8,6
3,"201301",CICLOSP50,36,10,49,8,4035,56,24
3,"201301",FILG300,2,1,6,4,66,7,5
3,"201302",CICLOSP100,53,26,116,16,11058,131,60
3,"201302",CICLOSP10050,3,0,10,2,105,10,4
3,"201302",CICLOSP25,6,0,10,5,607,11,6
3,"201302",CICLOSP50,41,14,80,11,6110,86,38
3,"201302",FILG300,13,9,19,4,156,22,10
3,"201303",CICLOSP100,42,25,95,13,8458,105,48
3,"201303",CICLOSP10050,0,0,4,1,7,4,2
3,"201303",CICLOSP25,4,0,5,3,210,5,3
3,"201303",CICLOSP50,31,14,63,11,4768,66,29
3,"201303",FILG300,11,11,18,3,154,20,10
3,"201304",CICLOSP100,44,21,78,14,8172,96,49
3,"201304",CICLOSP10050,6,3,15,3,42,21,8
3,"201304",CICLOSP25,4,0,4,2,150,4,2
3,"201304",CICLOSP50,31,12,57,11,4155,62,26
3,"201304",FILG300,9,8,18,3,200,18,8
3,"201401",CICLOSP100,47,31,96,14,7860,106,46
3,"201401",CICLOSP10050,10,3,21,4,42,24,9
3,"201401",CICLOSP25,0,0,4,2,210,4,2
3,"201401",CICLOSP50,34,15,61,11,3934,63,27
3,"201401",FILG300,8,9,17,3,149,18,10
3,"201402",CICLOSP100,53,37,112,14,9471,119,55
3,"201402",CICLOSP10050,2,0,11,3,22,11,6
3,"201402",CICLOSP25,1,1,11,6,505,11,6
3,"201402",CICLOSP50,44,14,68,13,4560,71,29
3,"201402",FILG300,7,8,9,2,65,11,6
3,"201403",CICLOSP100,53,28,107,10,8774,114,50
3,"201403",CICLOSP10050,7,0,12,3,17,12,5
3,"201403",CICLOSP25,6,0,12,5,645,12,5
3,"201403",CICLOSP50,40,9,64,10,4497,67,27
3,"201403",FILG300,5,5,4,2,34,6,3
3,"201404",CICLOSP100,55,36,106,10,9769,118,54
3,"201404",CICLOSP10050,5,0,8,4,14,8,6
3,"201404",CICLOSP25,10,0,15,6,1180,16,7
3,"201404",CICLOSP50,42,4,59,10,4163,66,31
3,"201404",FILG300,6,5,9,2,99,10,6
3,"201501",CICLOSP100,51,34,98,13,8750,107,51
3,"201501",CICLOSP10050,5,0,7,3,13,7,4
3,"201501",CICLOSP25,10,2,18,5,1450,18,9
3,"201501",CICLOSP50,36,2,51,12,4360,59,27
3,"201501",FILG300,10,10,18,2,382,18,7
3,"201502",CICLOSP100,52,34,107,13,10091,116,49
3,"201502",CICLOSP10050,3,0,7,2,11,7,3
3,"201502",CICLOSP25,8,7,18,4,1590,18,6
3,"201502",CICLOSP50,36,2,54,10,4005,58,26
3,"201502",FILG300,8,10,19,2,378,19,8
3,"201503",CICLOSP100,57,28,95,14,8575,109,48
3,"201503",CICLOSP10050,11,0,9,6,29,13,7
3,"201503",CICLOSP25,11,5,19,4,1980,22,8
3,"201503",CICLOSP50,36,8,57,11,4053,67,29
3,"201503",FILG300,9,13,19,3,511,21,8
3,"201504",CICLOSP100,51,28,79,14,7002,98,43
3,"201504",CICLOSP10050,6,0,9,3,10,9,4
3,"201504",CICLOSP25,13,4,19,6,2220,25,10
3,"201504",CICLOSP50,28,9,47,11,4020,56,22
3,"201504",FILG300,6,7,12,1,132,12,5
3,"201601",CICLOSP100,44,22,69,14,6830,84,38
3,"201601",CICLOSP10050,5,0,10,4,11,10,5
3,"201601",CICLOSP25,12,6,22,6,3510,30,12
3,"201601",CICLOSP50,30,8,46,10,3872,53,24
3,"201601",FILG300,6,6,14,2,160,14,8
3,"201602",CICLOSP100,53,26,90,14,9064,109,49
3,"201602",CICLOSP10050,7,0,11,4,15,11,6
3,"201602",CICLOSP25,20,5,27,7,3434,35,13
3,"201602",CICLOSP50,32,10,51,9,3500,54,21
3,"201602",FILG300,3,1,8,4,113,10,7
3,"201603",CICLOSP100,58,25,86,14,7751,98,46
3,"201603",CICLOSP10050,5,0,10,3,13,10,5
3,"201603",CICLOSP25,17,4,21,7,3030,29,10
3,"201603",CICLOSP50,40,9,48,11,4060,58,21
3,"201603",FILG300,4,0,7,3,82,8,4
3,"201604",CICLOSP100,45,23,79,14,7870,90,49
3,"201604",CICLOSP10050,3,0,6,3,10,6,4
3,"201604",CICLOSP25,16,9,20,9,2525,31,14
3,"201604",CICLOSP50,31,13,45,11,4179,53,23
3,"201604",FILG300,8,0,10,3,147,13,5
3,"201701",CICLOSP100,47,22,80,15,8871,98,58
3,"201701",CICLOSP10050,1,0,3,3,5,3,3
3,"201701",CICLOSP25,17,7,17,9,2200,28,14
3,"201701",CICLOSP50,26,12,43,9,3778,54,24
3,"201701",FILG300,7,0,14,5,327,17,9
3,"201702",CICLOSP10,1,0,0,1,60,1,1
3,"201702",CICLOSP100,78,35,124,17,12816,145,71
3,"201702",CICLOSP10050,4,1,12,5,25,15,9
3,"201702",CICLOSP25,20,9,28,9,3000,34,14
3,"201702",CICLOSP50,42,19,64,13,4660,77,30
3,"201702",FILG300,5,1,10,7,113,12,9
3,"201703",CICLOSP10,2,0,0,1,120,2,1
3,"201703",CICLOSP100,69,41,113,15,11821,139,67
3,"201703",CICLOSP10050,7,1,13,5,31,17,9
3,"201703",CICLOSP25,24,11,29,13,3550,37,17
3,"201703",CICLOSP50,40,17,61,12,5210,75,33
3,"201703",FILG300,15,8,17,5,263,24,13
3,"201704",CICLOSP100,59,39,103,16,11798,132,61
3,"201704",CICLOSP10050,10,0,12,5,20,13,6
3,"201704",CICLOSP25,17,7,25,10,2455,29,13
3,"201704",CICLOSP50,36,17,63,14,4820,74,36
3,"201704",FILG300,11,5,23,5,278,23,11
3,"201801",CICLOSP100,66,34,100,16,10145,123,57
3,"201801",CICLOSP10050,6,0,10,5,16,11,7
3,"201801",CICLOSP25,11,7,18,9,2040,28,12
3,"201801",CICLOSP50,38,23,53,15,4658,70,33
3,"201801",FILG300,11,4,23,6,345,24,11
3,"201802",CICLOSP100,67,33,105,17,10761,129,57
3,"201802",CICLOSP10050,3,0,3,3,9,4,4
3,"201802",CICLOSP25,8,8,10,5,1370,17,8
3,"201802",CICLOSP50,37,21,54,12,5065,68,29
3,"201802",FILG300,5,1,12,4,120,12,6
3,"201803",CICLOSP100,57,34,100,19,8756,128,57
3,"201803",CICLOSP10050,9,0,13,4,81,15,9
3,"201803",CICLOSP25,22,12,33,8,3205,44,18
3,"201803",CICLOSP50,36,22,54,14,5055,71,33
3,"201803",FILG300,5,1,15,3,163,15,8
3,"201804",CICLOSP100,63,36,114,17,11070,136,62
3,"201804",CICLOSP10050,10,0,12,4,25,17,8
3,"201804",CICLOSP25,15,10,22,7,1895,28,13
3,"201804",CICLOSP50,40,30,54,12,5145,74,32
3,"201804",FILG300,7,0,20,4,440,20,8
